"Status","Year","Region_ITL1","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Wales","EO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Wales","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","G6/G7","Declared non-disabled","80","70","61780","60830"
"Leaver CS","2021","Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SEO/HEO","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Wales","SEO/HEO","Declared non-disabled","200","170","37610","37410"
"Leaver CS","2021","Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SEO/HEO","Unknown","70","60","36020","36480"
"Leaver CS","2021","Wales","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","AA/AO","Declared disabled","100","80","20220","20500"
"Leaver CS","2021","West Midlands (England)","AA/AO","Declared non-disabled","500","430","20570","20650"
"Leaver CS","2021","West Midlands (England)","AA/AO","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","AA/AO","Unknown","270","250","20370","19930"
"Leaver CS","2021","West Midlands (England)","EO","Declared disabled","80","60","26950","27570"
"Leaver CS","2021","West Midlands (England)","EO","Declared non-disabled","260","210","26620","26890"
"Leaver CS","2021","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","EO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","G6/G7","Declared non-disabled","80","70","62160","59220"
"Leaver CS","2021","West Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","Declared non-disabled","190","170","37400","36550"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","Declared disabled","100","80","20860","21010"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","Declared non-disabled","610","520","20850","21010"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","Undeclared","90","70","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","Unknown","300","270","21060","21010"
"Leaver CS","2021","Yorkshire and The Humber","EO","Declared disabled","70","60","26920","26930"
"Leaver CS","2021","Yorkshire and The Humber","EO","Declared non-disabled","340","280","26840","27240"
"Leaver CS","2021","Yorkshire and The Humber","EO","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","EO","Unknown","110","80","26470","27570"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","Declared non-disabled","120","110","60300","58740"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","Unknown","50","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","Declared non-disabled","280","240","36640","35020"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","AA/AO","Declared disabled","120","100","20790","21010"
"Leaver CS","2022","East Midlands (England)","AA/AO","Declared non-disabled","660","590","20870","21170"
"Leaver CS","2022","East Midlands (England)","AA/AO","Undeclared","90","80","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","AA/AO","Unknown","300","280","20580","20970"
"Leaver CS","2022","East Midlands (England)","EO","Declared disabled","90","80","27250","27570"
"Leaver CS","2022","East Midlands (England)","EO","Declared non-disabled","360","320","27250","27570"
"Leaver CS","2022","East Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","EO","Unknown","110","100","27430","27570"
"Leaver CS","2022","East Midlands (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","G6/G7","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","Declared non-disabled","200","180","38140","37450"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","East of England","AA/AO","Declared disabled","140","120","22200","21260"
"Leaver CS","2022","East of England","AA/AO","Declared non-disabled","730","680","21810","21260"
"Leaver CS","2022","East of England","AA/AO","Undeclared","70","70","[c]","[c]"
"Leaver CS","2022","East of England","AA/AO","Unknown","220","210","21880","21110"
"Leaver CS","2022","East of England","EO","Declared disabled","90","80","28080","27570"
"Leaver CS","2022","East of England","EO","Declared non-disabled","500","450","28230","27570"
"Leaver CS","2022","East of England","EO","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","East of England","EO","Unknown","100","90","27830","27570"
"Leaver CS","2022","East of England","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","G6/G7","Declared non-disabled","90","90","61630","57190"
"Leaver CS","2022","East of England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","G6/G7","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","East of England","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","East of England","SEO/HEO","Declared non-disabled","270","240","37510","36360"
"Leaver CS","2022","East of England","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","SEO/HEO","Unknown","90","80","36840","36510"
"Leaver CS","2022","East of England","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Declared non-disabled","110","100","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","London","AA/AO","Declared disabled","170","140","23770","23720"
"Leaver CS","2022","London","AA/AO","Declared non-disabled","940","830","23500","23720"
"Leaver CS","2022","London","AA/AO","Undeclared","90","70","[c]","[c]"
"Leaver CS","2022","London","AA/AO","Unknown","570","550","22620","23040"
"Leaver CS","2022","London","EO","Declared disabled","230","200","29720","31060"
"Leaver CS","2022","London","EO","Declared non-disabled","1290","1180","29680","31060"
"Leaver CS","2022","London","EO","Undeclared","90","80","29340","30700"
"Leaver CS","2022","London","EO","Unknown","590","520","28770","28650"
"Leaver CS","2022","London","G6/G7","Declared disabled","120","110","60570","58930"
"Leaver CS","2022","London","G6/G7","Declared non-disabled","1270","1160","60110","58390"
"Leaver CS","2022","London","G6/G7","Undeclared","100","90","59670","57500"
"Leaver CS","2022","London","G6/G7","Unknown","590","480","59950","56950"
"Leaver CS","2022","London","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","SCS","Declared non-disabled","280","240","96290","92440"
"Leaver CS","2022","London","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","SCS","Unknown","130","100","102030","92500"
"Leaver CS","2022","London","SEO/HEO","Declared disabled","220","190","38500","37310"
"Leaver CS","2022","London","SEO/HEO","Declared non-disabled","1580","1460","38070","37640"
"Leaver CS","2022","London","SEO/HEO","Undeclared","110","110","39080","39870"
"Leaver CS","2022","London","SEO/HEO","Unknown","930","750","37010","36330"
"Leaver CS","2022","London","Unknown","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","London","Unknown","Declared non-disabled","150","130","[c]","[c]"
"Leaver CS","2022","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Unknown","110","70","[c]","[c]"
"Leaver CS","2022","North East (England)","AA/AO","Declared disabled","160","130","21030","21260"
"Leaver CS","2022","North East (England)","AA/AO","Declared non-disabled","900","760","21070","21260"
"Leaver CS","2022","North East (England)","AA/AO","Undeclared","80","60","[c]","[c]"
"Leaver CS","2022","North East (England)","AA/AO","Unknown","400","340","21360","21260"
"Leaver CS","2022","North East (England)","EO","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2022","North East (England)","EO","Declared non-disabled","310","250","26830","27570"
"Leaver CS","2022","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","EO","Unknown","100","90","27210","27570"
"Leaver CS","2022","North East (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","G6/G7","Declared non-disabled","90","80","57180","55930"
"Leaver CS","2022","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SEO/HEO","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","SEO/HEO","Declared non-disabled","220","190","36210","34410"
"Leaver CS","2022","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","AA/AO","Declared disabled","260","220","20860","21260"
"Leaver CS","2022","North West (England)","AA/AO","Declared non-disabled","1340","1160","21040","21260"
"Leaver CS","2022","North West (England)","AA/AO","Undeclared","140","120","21200","21240"
"Leaver CS","2022","North West (England)","AA/AO","Unknown","520","480","21010","21260"
"Leaver CS","2022","North West (England)","EO","Declared disabled","170","140","27140","27570"
"Leaver CS","2022","North West (England)","EO","Declared non-disabled","750","640","26930","27570"
"Leaver CS","2022","North West (England)","EO","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","North West (England)","EO","Unknown","200","190","26710","27240"
"Leaver CS","2022","North West (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","G6/G7","Declared non-disabled","200","190","60560","59590"
"Leaver CS","2022","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","G6/G7","Unknown","70","60","60940","55310"
"Leaver CS","2022","North West (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","SEO/HEO","Declared disabled","70","60","37060","36150"
"Leaver CS","2022","North West (England)","SEO/HEO","Declared non-disabled","430","390","36750","35910"
"Leaver CS","2022","North West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","SEO/HEO","Unknown","130","120","36910","36500"
"Leaver CS","2022","North West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Declared non-disabled","120","100","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Northern Ireland","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","AA/AO","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2022","Northern Ireland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","AA/AO","Unknown","40","40","[c]","[c]"
