"Status","Year","Sexual_orientation","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","Commercial","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
