"Status","Year","Profession_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Delivery","Department of Health and Social Care","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department of Health and Social Care","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department of Health and Social Care","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department of Health and Social Care","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department of Health and Social Care","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department of Health and Social Care","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department of Health and Social Care","Tower Hamlets","80","70","37270","33010"
"In post","2021","Operational Delivery","Department of Health and Social Care","Tyneside","80","70","39220","36330"
"In post","2021","Operational Delivery","Department of Health and Social Care","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department of Health and Social Care","West Essex","50","50","[c]","[c]"
"In post","2021","Operational Delivery","Department of Health and Social Care","West Sussex (North East)","40","30","[c]","[c]"
"In post","2021","Operational Delivery","Department of Health and Social Care","Westminster","110","100","51500","35100"
"In post","2021","Operational Delivery","Department of Health and Social Care","Wiltshire","290","260","36000","31370"
"In post","2021","Operational Delivery","Department of Health and Social Care","York","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","ESTYN","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Belfast","30","30","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Westminster","130","130","38140","32830"
"In post","2021","Operational Delivery","Food Standards Agency","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","York","70","70","35340","30810"
"In post","2021","Operational Delivery","Foreign, Commonwealth and Development Office","Milton Keynes","190","190","28600","24750"
"In post","2021","Operational Delivery","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Foreign, Commonwealth and Development Office","South Lanarkshire","190","180","32340","26120"
"In post","2021","Operational Delivery","Foreign, Commonwealth and Development Office","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Foreign, Commonwealth and Development Office","Westminster","210","200","38190","33680"
"In post","2021","Operational Delivery","HM Land Registry","Coventry","230","200","28480","27130"
"In post","2021","Operational Delivery","HM Land Registry","Croydon","200","190","33880","30600"
"In post","2021","Operational Delivery","HM Land Registry","Dorset CC","270","240","27970","27130"
"In post","2021","Operational Delivery","HM Land Registry","Durham CC","660","600","27280","27130"
"In post","2021","Operational Delivery","HM Land Registry","Gloucestershire","300","250","28530","27130"
"In post","2021","Operational Delivery","HM Land Registry","Kingston upon Hull, City of","310","280","27880","27130"
"In post","2021","Operational Delivery","HM Land Registry","Leicester","280","260","27880","27130"
"In post","2021","Operational Delivery","HM Land Registry","Mid Lancashire","380","340","27700","27130"
"In post","2021","Operational Delivery","HM Land Registry","Nottingham","410","370","28520","27130"
"In post","2021","Operational Delivery","HM Land Registry","Peterborough","240","220","29040","27130"
"In post","2021","Operational Delivery","HM Land Registry","Plymouth","330","290","27640","27130"
"In post","2021","Operational Delivery","HM Land Registry","Swansea","670","600","28140","27130"
"In post","2021","Operational Delivery","HM Land Registry","Telford and Wrekin","310","280","27240","27130"
"In post","2021","Operational Delivery","HM Land Registry","Wirral","420","370","28150","27130"
"In post","2021","Operational Delivery","HM Revenue and Customs","Angus and Dundee City","220","200","22620","21400"
"In post","2021","Operational Delivery","HM Revenue and Customs","Belfast","1020","920","25030","21440"
"In post","2021","Operational Delivery","HM Revenue and Customs","Berkshire","80","70","28360","25630"
"In post","2021","Operational Delivery","HM Revenue and Customs","Birmingham","1110","1010","26500","25560"
"In post","2021","Operational Delivery","HM Revenue and Customs","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","HM Revenue and Customs","Bradford","910","790","24790","21440"
"In post","2021","Operational Delivery","HM Revenue and Customs","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","HM Revenue and Customs","Bristol, City of","310","290","27970","25560"
"In post","2021","Operational Delivery","HM Revenue and Customs","Calderdale and Kirklees","90","80","22880","21100"
"In post","2021","Operational Delivery","HM Revenue and Customs","Cambridgeshire CC","[c]","[c]","[c]","[c]"
