"Status","Year","Sex","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Internal Audit","Westminster","80","70","51760","49830"
"In post","2021","Female","Internal Audit","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","York","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Aberdeen City and Aberdeenshire","80","70","31810","22820"
"In post","2021","Female","Legal","Angus and Dundee City","80","70","31800","29350"
"In post","2021","Female","Legal","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","[c]","[c]"
"In post","2021","Female","Legal","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Berkshire","120","110","43140","40800"
"In post","2021","Female","Legal","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Birmingham","400","360","37600","31810"
"In post","2021","Female","Legal","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Brighton and Hove","80","80","41640","36240"
"In post","2021","Female","Legal","Bristol, City of","130","120","39730","34480"
"In post","2021","Female","Legal","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Camden and City of London","50","50","56490","55490"
"In post","2021","Female","Legal","Cardiff and Vale of Glamorgan","180","160","38770","38180"
"In post","2021","Female","Legal","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","City of Edinburgh","590","540","33970","29350"
"In post","2021","Female","Legal","Clackmannanshire and Fife","70","60","30800","22820"
"In post","2021","Female","Legal","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Croydon","90","80","44400","37510"
"In post","2021","Female","Legal","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Devon CC","70","60","39290","38380"
"In post","2021","Female","Legal","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","East Ayrshire and North Ayrshire mainland","40","30","[c]","[c]"
"In post","2021","Female","Legal","East Cumbria","30","30","[c]","[c]"
"In post","2021","Female","Legal","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","East Kent","90","80","37270","30110"
"In post","2021","Female","Legal","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Falkirk","50","40","[c]","[c]"
"In post","2021","Female","Legal","Flintshire and Wrexham","50","50","39070","36130"
"In post","2021","Female","Legal","Glasgow City","290","260","39460","32710"
"In post","2021","Female","Legal","Gloucestershire","40","30","[c]","[c]"
"In post","2021","Female","Legal","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Greater Manchester South West","70","70","40530","33400"
"In post","2021","Female","Legal","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Hackney and Newham","70","70","52650","55260"
"In post","2021","Female","Legal","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Heart of Essex","140","130","40060","33260"
"In post","2021","Female","Legal","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Hertfordshire","130","110","39780","34030"
"In post","2021","Female","Legal","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Inverclyde, East Renfrewshire and Renfrewshire","90","80","35960","29350"
"In post","2021","Female","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","40","40","[c]","[c]"
"In post","2021","Female","Legal","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Kingston upon Hull, City of","60","50","39260","28430"
"In post","2021","Female","Legal","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Leeds","320","290","39230","34920"
"In post","2021","Female","Legal","Leicester","120","100","37790","37890"
"In post","2021","Female","Legal","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Liverpool","230","210","35790","28430"
"In post","2021","Female","Legal","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Manchester","320","280","39580","34480"
"In post","2021","Female","Legal","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Mid Lancashire","190","170","36420","31810"
"In post","2021","Female","Legal","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","North Lanarkshire","60","50","42070","42090"
"In post","2021","Female","Legal","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Norwich and East Norfolk","60","50","32090","28430"
"In post","2021","Female","Legal","Nottingham","250","220","35370","28430"
"In post","2021","Female","Legal","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Perth and Kinross and Stirling","30","30","[c]","[c]"
"In post","2021","Female","Legal","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Portsmouth","100","90","37360","31810"
"In post","2021","Female","Legal","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Sheffield","120","100","34460","28430"
"In post","2021","Female","Legal","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","South Hampshire","90","80","46310","50520"
"In post","2021","Female","Legal","South Lanarkshire","100","80","37650","33550"
"In post","2021","Female","Legal","South Teesside","90","70","38150","37050"
"In post","2021","Female","Legal","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Stoke-on-Trent","50","40","[c]","[c]"
"In post","2021","Female","Legal","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Swansea","70","70","40920","38090"
"In post","2021","Female","Legal","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Tower Hamlets","150","140","61270","59850"
"In post","2021","Female","Legal","Tyneside","180","160","36200","28430"
"In post","2021","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","West Surrey","50","40","[c]","[c]"
"In post","2021","Female","Legal","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Westminster","2890","2640","51380","51780"
"In post","2021","Female","Legal","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","York","140","120","47910","55610"
"In post","2021","Female","No function","Aberdeen City and Aberdeenshire","310","290","33790","28410"
"In post","2021","Female","No function","Angus and Dundee City","190","170","24390","21440"
"In post","2021","Female","No function","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Female","No function","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Female","No function","Barking & Dagenham and Havering","100","90","27440","24080"
"In post","2021","Female","No function","Barnet","750","700","40270","33340"
"In post","2021","Female","No function","Barnsley, Doncaster and Rotherham","730","670","26950","24440"
"In post","2021","Female","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","590","540","30060","28840"
"In post","2021","Female","No function","Bedford","260","240","28900","27850"
"In post","2021","Female","No function","Belfast","900","810","28290","25560"
"In post","2021","Female","No function","Berkshire","390","360","31930","29240"
"In post","2021","Female","No function","Bexley and Greenwich","570","540","30080","28720"
"In post","2021","Female","No function","Birmingham","3460","3160","29760","25080"
"In post","2021","Female","No function","Blackburn with Darwen","80","70","25610","22920"
"In post","2021","Female","No function","Blackpool","120","110","27640","23840"
"In post","2021","Female","No function","Bournemouth and Poole","160","130","25750","22260"
"In post","2021","Female","No function","Bradford","590","500","25920","21440"
"In post","2021","Female","No function","Breckland and South Norfolk","170","160","27900","24620"
"In post","2021","Female","No function","Brent","150","140","27200","23500"
"In post","2021","Female","No function","Bridgend and Neath Port Talbot","150","140","27320","23170"
"In post","2021","Female","No function","Brighton and Hove","160","140","27120","22920"
"In post","2021","Female","No function","Bristol, City of","1940","1760","34770","30210"
"In post","2021","Female","No function","Bromley","110","100","24770","22450"
"In post","2021","Female","No function","Buckinghamshire CC","380","350","29890","28200"
"In post","2021","Female","No function","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Female","No function","Calderdale and Kirklees","140","120","26470","23840"
"In post","2021","Female","No function","Cambridgeshire CC","920","840","33240","28400"
"In post","2021","Female","No function","Camden and City of London","750","700","30230","25630"
"In post","2021","Female","No function","Cardiff and Vale of Glamorgan","2470","2190","27590","23270"
"In post","2021","Female","No function","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","No function","Central Hampshire","370","350","33460","30850"
"In post","2021","Female","No function","Central Valleys","120","110","26510","24400"
"In post","2021","Female","No function","Cheshire East","290","260","30650","27380"
"In post","2021","Female","No function","Cheshire West and Chester","100","90","26520","23840"
"In post","2021","Female","No function","Chorley and West Lancashire","520","480","28330","26350"
"In post","2021","Female","No function","City of Edinburgh","1370","1270","29960","28130"
"In post","2021","Female","No function","Clackmannanshire and Fife","180","170","28380","26110"
