"Status","Year","Sex","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","G6/G7","South and West Derbyshire","60","50","61590","57510"
"In post","2021","Male","G6/G7","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","South Hampshire","200","190","55000","51730"
"In post","2021","Male","G6/G7","South Lanarkshire","200","200","55760","52770"
"In post","2021","Male","G6/G7","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","South West Wales","40","40","[c]","[c]"
"In post","2021","Male","G6/G7","Southampton","100","100","61580","57050"
"In post","2021","Male","G6/G7","Southend-on-Sea","70","70","55610","52580"
"In post","2021","Male","G6/G7","Staffordshire CC","60","60","63460","59080"
"In post","2021","Male","G6/G7","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Suffolk","120","110","56120","52580"
"In post","2021","Male","G6/G7","Sunderland","40","40","[c]","[c]"
"In post","2021","Male","G6/G7","Swansea","270","270","62230","60650"
"In post","2021","Male","G6/G7","Swindon","40","40","[c]","[c]"
"In post","2021","Male","G6/G7","Telford and Wrekin","160","150","57000","52580"
"In post","2021","Male","G6/G7","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Tower Hamlets","1380","1350","62240","59850"
"In post","2021","Male","G6/G7","Tyneside","860","850","54810","52580"
"In post","2021","Male","G6/G7","Unknown","90","90","58380","55000"
"In post","2021","Male","G6/G7","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Warrington","80","80","57800","55740"
"In post","2021","Male","G6/G7","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","West Kent","90","80","49590","46720"
"In post","2021","Male","G6/G7","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","West Surrey","100","100","59510","57890"
"In post","2021","Male","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","West Sussex (South West)","50","50","56090","52580"
"In post","2021","Male","G6/G7","Westminster","10190","10060","60320","58470"
"In post","2021","Male","G6/G7","Wiltshire","1020","1000","54340","53500"
"In post","2021","Male","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Worcestershire","40","40","[c]","[c]"
"In post","2021","Male","G6/G7","York","280","270","57680","55610"
"In post","2021","Male","SCS","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","110","110","101170","93990"
"In post","2021","Male","SCS","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Birmingham","60","50","98290","98230"
"In post","2021","Male","SCS","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Bristol, City of","40","40","[c]","[c]"
"In post","2021","Male","SCS","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Cardiff and Vale of Glamorgan","110","110","92920","82870"
"In post","2021","Male","SCS","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","City of Edinburgh","110","110","90910","83230"
"In post","2021","Male","SCS","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Croydon","30","30","[c]","[c]"
"In post","2021","Male","SCS","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Glasgow City","40","40","[c]","[c]"
"In post","2021","Male","SCS","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Lambeth","90","80","102990","95410"
"In post","2021","Male","SCS","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Leeds","80","80","88800","80190"
"In post","2021","Male","SCS","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Manchester","50","50","92010","88430"
"In post","2021","Male","SCS","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Monmouthshire and Newport","50","50","[c]","[c]"
"In post","2021","Male","SCS","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Nottingham","30","30","[c]","[c]"
"In post","2021","Male","SCS","Overseas","180","180","87050","78410"
"In post","2021","Male","SCS","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Sheffield","40","40","[c]","[c]"
"In post","2021","Male","SCS","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Tower Hamlets","240","230","97390","93820"
"In post","2021","Male","SCS","Tyneside","50","50","[c]","[c]"
"In post","2021","Male","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Westminster","2000","1980","91870","81480"
"In post","2021","Male","SCS","Wiltshire","40","40","[c]","[c]"
"In post","2021","Male","SCS","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","York","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Aberdeen City and Aberdeenshire","320","310","50250","41090"
"In post","2021","Male","SEO/HEO","Angus and Dundee City","80","80","36390","33950"
"In post","2021","Male","SEO/HEO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Barnet","220","220","40270","40470"
"In post","2021","Male","SEO/HEO","Barnsley, Doncaster and Rotherham","130","120","39220","37280"
"In post","2021","Male","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","3930","3860","37330","37970"
"In post","2021","Male","SEO/HEO","Bedford","90","90","38520","37360"
"In post","2021","Male","SEO/HEO","Belfast","370","360","34230","31810"
"In post","2021","Male","SEO/HEO","Berkshire","350","340","38690","37190"
"In post","2021","Male","SEO/HEO","Bexley and Greenwich","120","120","42110","40960"
"In post","2021","Male","SEO/HEO","Birmingham","1460","1430","35980","34000"
"In post","2021","Male","SEO/HEO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Blackpool","390","380","34660","34290"
"In post","2021","Male","SEO/HEO","Bournemouth and Poole","40","30","[c]","[c]"
"In post","2021","Male","SEO/HEO","Bradford","220","220","34640","32100"
"In post","2021","Male","SEO/HEO","Breckland and South Norfolk","40","40","[c]","[c]"
"In post","2021","Male","SEO/HEO","Brent","50","50","[c]","[c]"
"In post","2021","Male","SEO/HEO","Bridgend and Neath Port Talbot","30","30","[c]","[c]"
"In post","2021","Male","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Bristol, City of","1000","960","35600","34480"
"In post","2021","Male","SEO/HEO","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Buckinghamshire CC","200","190","39260","38160"
"In post","2021","Male","SEO/HEO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Cambridgeshire CC","570","560","37350","36460"
"In post","2021","Male","SEO/HEO","Camden and City of London","650","640","39290","38010"
"In post","2021","Male","SEO/HEO","Cardiff and Vale of Glamorgan","1680","1640","36740","36460"
"In post","2021","Male","SEO/HEO","Central Bedfordshire","100","100","37490","36350"
"In post","2021","Male","SEO/HEO","Central Hampshire","880","860","35890","37280"
"In post","2021","Male","SEO/HEO","Central Valleys","180","170","41040","37810"
"In post","2021","Male","SEO/HEO","Cheshire East","50","50","39300","38160"
"In post","2021","Male","SEO/HEO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Male","SEO/HEO","Chorley and West Lancashire","100","90","40580","38160"
"In post","2021","Male","SEO/HEO","City of Edinburgh","2110","2050","38940","38540"
