"Status","Year","Profession_of_post","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Welsh Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Communications","G6/G7","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Communications","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Department for Education (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Communications","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","53490","53200"
"In post","2021","Communications","G6/G7","Department for International Trade","50","50","54240","51980"
"In post","2021","Communications","G6/G7","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Communications","G6/G7","Department of Health and Social Care (excl. agencies)","60","60","58310","55070"
"In post","2021","Communications","G6/G7","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","Communications","G6/G7","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Communications","G6/G7","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","HM Revenue and Customs (excl. agencies)","70","70","57120","53110"
"In post","2021","Communications","G6/G7","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Home Office (incl. agencies)","60","60","60230","57570"
"In post","2021","Communications","G6/G7","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Communications","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Communications","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Crown Prosecution Service","40","30","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","70","42190","40350"
"In post","2021","Communications","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Department for Education (excl. agencies)","100","100","37670","36660"
"In post","2021","Communications","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","160","150","35850","36970"
"In post","2021","Communications","SEO/HEO","Department for International Trade","60","60","35580","34450"
"In post","2021","Communications","SEO/HEO","Department for Transport (excl. agencies)","60","60","39960","42470"
"In post","2021","Communications","SEO/HEO","Department of Health and Social Care (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Education and Skills Funding Agency","50","50","37210","36960"
"In post","2021","Communications","SEO/HEO","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","41820","41620"
"In post","2021","Communications","SEO/HEO","Government Legal Department","[c]","[c]","[c]","[c]"
