"Status","Year","Sexual_orientation","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Prison and Probation Service","No function","390","380","[c]","[c]"
"Leaver CS","2022","LGBO","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Home Office","Unknown","70","70","31170","25630"
"Leaver CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intellectual Property Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intellectual Property Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intellectual Property Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intellectual Property Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Maritime and Coastguard Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Met Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Met Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Met Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence (excl. agencies)","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Infrastructure Commission","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Savings and Investments","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Savings and Investments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Savings and Investments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Budget Responsibility","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Public Guardian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectorate","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectorate","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Public Health England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Public Health England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Public Health England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Public Health England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Public Health England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Public Health England","No function","60","60","36800","28240"
"Leaver CS","2022","LGBO","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Queen Elizabeth II Centre","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Queen Elizabeth II Centre","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Registers of Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Registers of Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Registers of Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Rural Payments Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Rural Payments Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
