"Status","Year","Function_of_post","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Defence Equipment and Support","320","310","41550","41570"
"In post","2021","Project Delivery","Digital, Data and Technology","Defence Science and Technology Laboratory","110","110","45640","46080"
"In post","2021","Project Delivery","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","Foreign, Commonwealth and Development Office (excl. agencies)","110","100","54610","55620"
"In post","2021","Project Delivery","Economics","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Defence Equipment and Support","240","230","43400","39980"
"In post","2021","Project Delivery","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","50","50","43090","38600"
"In post","2021","Project Delivery","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Submarine Delivery Agency","90","80","38450","39860"
"In post","2021","Project Delivery","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Defence Equipment and Support","140","130","34950","33080"
"In post","2021","Project Delivery","Knowledge and Information Management","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Advisory, Conciliation and Arbitration Service","50","50","42760","39580"
"In post","2021","Project Delivery","Operational Delivery","Animal and Plant Health Agency","40","30","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Centre for Environment, Fisheries and Aquaculture Science","60","60","33860","29270"
"In post","2021","Project Delivery","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Defence Electronics and Components Agency","60","60","30360","28110"
"In post","2021","Project Delivery","Operational Delivery","Defence Science and Technology Laboratory","360","340","38520","37320"
"In post","2021","Project Delivery","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Education and Skills Funding Agency","60","50","33630","30200"
"In post","2021","Project Delivery","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","180","180","37520","32930"
"In post","2021","Project Delivery","Operational Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","HM Courts and Tribunals Service","120","120","37700","31990"
"In post","2021","Project Delivery","Operational Delivery","HM Revenue and Customs (excl. agencies)","550","490","30580","28130"
"In post","2021","Project Delivery","Operational Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Met Office","220","210","41080","39670"
"In post","2021","Project Delivery","Operational Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Ministry of Justice (excl. agencies)","120","120","36690","35290"
"In post","2021","Project Delivery","Operational Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Defence Electronics and Components Agency","30","30","[c]","[c]"
"In post","2021","Project Delivery","Other","Defence Equipment and Support","2930","2810","31430","28290"
"In post","2021","Project Delivery","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Foreign, Commonwealth and Development Office (excl. agencies)","250","240","67040","67370"
"In post","2021","Project Delivery","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Government Legal Department","30","30","[c]","[c]"
"In post","2021","Project Delivery","Other","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","HM Revenue and Customs (excl. agencies)","100","90","39860","38630"
"In post","2021","Project Delivery","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Defence Equipment and Support","50","40","[c]","[c]"
"In post","2021","Project Delivery","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","70","51320","53380"
"In post","2021","Project Delivery","Policy","Department for Education (excl. agencies)","190","180","44440","40580"
"In post","2021","Project Delivery","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","840","820","54460","55060"
"In post","2021","Project Delivery","Policy","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","HM Revenue and Customs (excl. agencies)","1120","1060","52510","52580"
"In post","2021","Project Delivery","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","UK Space Agency","140","130","48800","49100"
"In post","2021","Project Delivery","Policy","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Competition and Markets Authority","380","360","60880","56360"
"In post","2021","Project Delivery","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
