"Status","Year","Profession_of_post","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Department of Health and Social Care","110","100","36180","35080"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Department of Health and Social Care","1250","1170","37640","34170"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Ministry of Defence","90","90","33870","31430"
"Leaver Dept.","2022","Science and Engineering","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","Department of Health and Social Care","730","670","45480","41820"
"Leaver Dept.","2022","Science and Engineering","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Home Office","[c]","[c]","[c]","[c]"
