"Status","Year","Organisation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","National Records of Scotland","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","50-59","50","50","63380","74890"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","20-29","70","70","29490","26210"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","30-39","70","70","41790","37960"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","40-49","60","60","56860","51510"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","20-29","260","240","27130","25500"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","30-39","360","330","39280","37190"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","40-49","340","300","47880","45840"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","50-59","380","350","50430","46000"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","60-64","120","110","54520","45840"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","65+","60","50","42440","36690"
"Leaver CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","20-29","60","60","28110","28980"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","30-39","60","60","34070","32700"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","60-64","50","50","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","20-29","110","110","28970","27230"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","30-39","50","50","37320","34600"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","40-49","60","50","41000","39660"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","50-59","70","60","49190","43000"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","60-64","90","80","54260","47490"
