"Status","Year","Sex","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","North West (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Female","North West (England)","Office for Standards in Education, Children's Services and Skills","300","290","41640","39460"
"In post","2022","Female","North West (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Female","North West (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Female","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Female","North West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Female","North West (England)","Rural Payments Agency","630","540","24700","21300"
"In post","2022","Female","North West (England)","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","North West (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","North West (England)","Submarine Delivery Agency","40","40","[c]","[c]"
"In post","2022","Female","North West (England)","The Insolvency Service","150","140","33340","31000"
"In post","2022","Female","North West (England)","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Female","North West (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","North West (England)","UK Health Security Agency","290","260","34850","28590"
"In post","2022","Female","North West (England)","Valuation Office Agency","190","170","35210","31000"
"In post","2022","Female","North West (England)","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Food Standards Agency","70","70","37400","37350"
"In post","2022","Female","Northern Ireland","HM Revenue and Customs (excl. agencies)","1210","1100","30090","26820"
"In post","2022","Female","Northern Ireland","Home Office","280","250","26380","24890"
"In post","2022","Female","Northern Ireland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Ministry of Defence (excl. agencies)","260","240","26500","22580"
"In post","2022","Female","Northern Ireland","National Crime Agency","60","60","38670","36740"
"In post","2022","Female","Northern Ireland","Northern Ireland Office","50","50","39790","36720"
"In post","2022","Female","Northern Ireland","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Department for International Trade","50","50","54900","53750"
"In post","2022","Female","Overseas","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","920","920","52390","53470"
"In post","2022","Female","Overseas","Home Office","130","120","31050","27370"
"In post","2022","Female","Overseas","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Ministry of Defence (excl. agencies)","320","320","41740","40120"
"In post","2022","Female","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Accountant in Bankruptcy","70","60","31110","30040"
"In post","2022","Female","Scotland","Advisory, Conciliation and Arbitration Service","50","40","[c]","[c]"
"In post","2022","Female","Scotland","Animal and Plant Health Agency","90","80","30830","25770"
"In post","2022","Female","Scotland","Cabinet Office (excl. agencies)","160","160","42400","34280"
"In post","2022","Female","Scotland","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2022","Female","Scotland","Criminal Injuries Compensation Authority","180","160","28140","25120"
"In post","2022","Female","Scotland","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Crown Office and Procurator Fiscal Service","1670","1550","36040","30040"
"In post","2022","Female","Scotland","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Defence Equipment and Support","90","80","27590","23690"
"In post","2022","Female","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","60","46180","36740"
"In post","2022","Female","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Department for Work and Pensions (excl. agencies)","5830","4980","25400","27570"
"In post","2022","Female","Scotland","Disclosure Scotland","180","170","29370","23230"
"In post","2022","Female","Scotland","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Driver and Vehicle Standards Agency","70","60","27450","26700"
"In post","2022","Female","Scotland","Education Scotland","240","230","56700","62170"
"In post","2022","Female","Scotland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Food Standards Scotland","140","140","35510","31540"
"In post","2022","Female","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","460","440","40850","38500"
"In post","2022","Female","Scotland","Forestry and Land Scotland","350","330","32480","31060"
"In post","2022","Female","Scotland","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Health and Safety Executive","80","70","42870","41480"
"In post","2022","Female","Scotland","HM Courts and Tribunals Service","150","140","24020","21410"
"In post","2022","Female","Scotland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","HM Revenue and Customs (excl. agencies)","4250","3710","28660","26590"
"In post","2022","Female","Scotland","Home Office","610","560","27300","24890"
"In post","2022","Female","Scotland","Maritime and Coastguard Agency","50","50","33090","30100"
"In post","2022","Female","Scotland","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Ministry of Defence (excl. agencies)","1300","1230","27920","22330"
"In post","2022","Female","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","National Records of Scotland","250","230","36570","34600"
"In post","2022","Female","Scotland","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scotland","Office of Gas and Electricity Markets","280","270","36210","31720"
"In post","2022","Female","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
