"Status","Year","Profession_of_post","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Cambridgeshire CC","110","100","40310","40000"
"In post","2021","Property","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Cardiff and Vale of Glamorgan","70","70","34650","30980"
"In post","2021","Property","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Central Hampshire","110","110","39600","36150"
"In post","2021","Property","Male","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","City of Edinburgh","50","50","[c]","[c]"
"In post","2021","Property","Male","Clackmannanshire and Fife","60","60","37400","34610"
"In post","2021","Property","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"In post","2021","Property","Male","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Croydon","100","100","38490","36280"
"In post","2021","Property","Male","Darlington","30","30","[c]","[c]"
"In post","2021","Property","Male","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Devon CC","70","70","32800","32100"
"In post","2021","Property","Male","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","East Kent","40","40","[c]","[c]"
"In post","2021","Property","Male","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Essex Haven Gateway","30","30","[c]","[c]"
"In post","2021","Property","Male","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Flintshire and Wrexham","30","30","[c]","[c]"
"In post","2021","Property","Male","Glasgow City","40","40","[c]","[c]"
"In post","2021","Property","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Kingston upon Hull, City of","30","30","[c]","[c]"
"In post","2021","Property","Male","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Leeds","110","100","39540","33250"
"In post","2021","Property","Male","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Lincolnshire","50","50","[c]","[c]"
"In post","2021","Property","Male","Lisburn and Castlereagh","40","30","[c]","[c]"
"In post","2021","Property","Male","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Manchester","120","120","43190","42070"
"In post","2021","Property","Male","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Mid Lancashire","30","30","[c]","[c]"
"In post","2021","Property","Male","Milton Keynes","150","150","36210","34770"
"In post","2021","Property","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","North Yorkshire CC","80","80","32580","33300"
"In post","2021","Property","Male","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Nottingham","150","140","41460","38870"
"In post","2021","Property","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Overseas","170","170","40000","39410"
"In post","2021","Property","Male","Oxfordshire","50","50","32850","32910"
"In post","2021","Property","Male","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Plymouth","60","60","36760","33300"
"In post","2021","Property","Male","Portsmouth","70","70","34790","33300"
"In post","2021","Property","Male","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Sefton","50","50","32690","30000"
"In post","2021","Property","Male","Sheffield","80","70","44000","42660"
"In post","2021","Property","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Southampton","40","40","[c]","[c]"
"In post","2021","Property","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Staffordshire CC","60","50","35560","33300"
"In post","2021","Property","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Suffolk","50","50","29860","33300"
"In post","2021","Property","Male","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Swansea","70","70","34090","31040"
"In post","2021","Property","Male","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Telford and Wrekin","30","30","[c]","[c]"
"In post","2021","Property","Male","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Tower Hamlets","120","120","43860","38430"
"In post","2021","Property","Male","Tyneside","100","90","36640","32100"
"In post","2021","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","West Surrey","40","40","[c]","[c]"
"In post","2021","Property","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Westminster","300","300","52830","53420"
"In post","2021","Property","Male","Wiltshire","120","120","37840","36460"
"In post","2021","Property","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","York","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Barnsley, Doncaster and Rotherham","30","30","[c]","[c]"
"In post","2021","Psychology","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Buckinghamshire CC","50","50","37450","31180"
"In post","2021","Psychology","Female","Cambridgeshire CC","50","40","[c]","[c]"
"In post","2021","Psychology","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Chorley and West Lancashire","60","60","33740","29060"
"In post","2021","Psychology","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Durham CC","60","60","38230","38150"
"In post","2021","Psychology","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Leeds","40","40","[c]","[c]"
"In post","2021","Psychology","Female","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Leicestershire CC and Rutland","40","40","[c]","[c]"
