"Status","Year","Sex","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Suffolk","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Female","Suffolk","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Suffolk","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Sunderland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Sunderland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Sunderland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Sunderland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Sunderland","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Female","Sunderland","60-64","60","40","[c]","[c]"
"Leaver CS","2021","Female","Sunderland","65+","40","30","[c]","[c]"
"Leaver CS","2021","Female","Swansea","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Swansea","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Female","Swansea","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Female","Swansea","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Female","Swansea","50-59","60","40","[c]","[c]"
"Leaver CS","2021","Female","Swansea","60-64","50","30","[c]","[c]"
"Leaver CS","2021","Female","Swansea","65+","40","30","[c]","[c]"
"Leaver CS","2021","Female","Swindon","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Swindon","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Swindon","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Swindon","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Swindon","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Swindon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Telford and Wrekin","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Telford and Wrekin","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Telford and Wrekin","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Telford and Wrekin","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Telford and Wrekin","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Telford and Wrekin","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Thurrock","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Thurrock","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Thurrock","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Thurrock","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Torbay","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Torbay","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Torbay","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Torbay","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Torbay","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tower Hamlets","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Female","Tower Hamlets","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Female","Tower Hamlets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tower Hamlets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tower Hamlets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tower Hamlets","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tyneside","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tyneside","20-29","60","60","[c]","[c]"
"Leaver CS","2021","Female","Tyneside","30-39","60","50","[c]","[c]"
"Leaver CS","2021","Female","Tyneside","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Female","Tyneside","50-59","90","80","29400","27470"
"Leaver CS","2021","Female","Tyneside","60-64","110","80","30370","21590"
"Leaver CS","2021","Female","Tyneside","65+","100","70","[c]","[c]"
"Leaver CS","2021","Female","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","20-29","110","110","[c]","[c]"
"Leaver CS","2021","Female","Unknown","30-39","70","70","[c]","[c]"
"Leaver CS","2021","Female","Unknown","40-49","50","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","50-59","60","60","[c]","[c]"
"Leaver CS","2021","Female","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wakefield","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wakefield","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wakefield","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wakefield","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wakefield","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wakefield","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Walsall","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Walsall","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Walsall","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Walsall","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Walsall","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Walsall","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wandsworth","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wandsworth","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wandsworth","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wandsworth","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wandsworth","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wandsworth","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warrington","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warrington","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warrington","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warrington","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warrington","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warrington","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warwickshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warwickshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warwickshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warwickshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warwickshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Warwickshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Cumbria","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Cumbria","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Cumbria","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Cumbria","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Cumbria","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Cumbria","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Essex","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Essex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Essex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Essex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Kent","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Kent","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Kent","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Kent","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Kent","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Lothian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Lothian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Lothian","30-39","50","40","[c]","[c]"
"Leaver CS","2021","Female","West Lothian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Lothian","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Female","West Lothian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Lothian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Northamptonshire","50-59","70","60","[c]","[c]"
"Leaver CS","2021","Female","West Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Northamptonshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Surrey","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Surrey","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Female","West Surrey","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Surrey","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Surrey","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Surrey","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Surrey","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (North East)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (North East)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (North East)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (North East)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (North East)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (North East)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (South West)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (South West)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (South West)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (South West)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (South West)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (South West)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Sussex (South West)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Westminster","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Westminster","20-29","460","430","29120","27760"
"Leaver CS","2021","Female","Westminster","30-39","240","220","46260","48200"
"Leaver CS","2021","Female","Westminster","40-49","180","160","56690","55710"
"Leaver CS","2021","Female","Westminster","50-59","160","150","54820","54400"
"Leaver CS","2021","Female","Westminster","60-64","120","100","55890","53200"
"Leaver CS","2021","Female","Westminster","65+","60","40","[c]","[c]"
"Leaver CS","2021","Female","Westminster","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wiltshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wiltshire","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Female","Wiltshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wiltshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wiltshire","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Female","Wiltshire","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Female","Wiltshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wirral","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wirral","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wirral","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wirral","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wirral","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wirral","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wolverhampton","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wolverhampton","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wolverhampton","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wolverhampton","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wolverhampton","50-59","50","40","[c]","[c]"
"Leaver CS","2021","Female","Wolverhampton","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wolverhampton","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Worcestershire","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Female","Worcestershire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Worcestershire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Worcestershire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Worcestershire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Worcestershire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","York","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","York","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","York","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","York","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","York","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","York","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Aberdeen City and Aberdeenshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Aberdeen City and Aberdeenshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Aberdeen City and Aberdeenshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Aberdeen City and Aberdeenshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Aberdeen City and Aberdeenshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Aberdeen City and Aberdeenshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Angus and Dundee City","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Angus and Dundee City","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Angus and Dundee City","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Angus and Dundee City","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Angus and Dundee City","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Angus and Dundee City","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Angus and Dundee City","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Antrim and Newtownabbey","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Antrim and Newtownabbey","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Antrim and Newtownabbey","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Antrim and Newtownabbey","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ards and North Down","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ards and North Down","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ards and North Down","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ards and North Down","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ards and North Down","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Armagh City, Banbridge and Craigavon","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barking & Dagenham and Havering","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barking & Dagenham and Havering","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barking & Dagenham and Havering","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barking & Dagenham and Havering","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barking & Dagenham and Havering","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barking & Dagenham and Havering","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barking & Dagenham and Havering","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnet","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnet","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnet","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnet","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnet","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnet","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnsley, Doncaster and Rotherham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnsley, Doncaster and Rotherham","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnsley, Doncaster and Rotherham","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnsley, Doncaster and Rotherham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnsley, Doncaster and Rotherham","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnsley, Doncaster and Rotherham","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Barnsley, Doncaster and Rotherham","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","80","80","26500","25670"
"Leaver CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","70","70","48050","41910"
"Leaver CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","60","60","49810","43230"
"Leaver CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","40","30","[c]","[c]"
"Leaver CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedford","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedford","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedford","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedford","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedford","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedford","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Belfast","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Belfast","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Belfast","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Belfast","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Belfast","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Belfast","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Berkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Berkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Berkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Berkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Berkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Berkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bexley and Greenwich","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bexley and Greenwich","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bexley and Greenwich","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bexley and Greenwich","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bexley and Greenwich","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bexley and Greenwich","60-64","[c]","[c]","[c]","[c]"
