"Status","Year","Profession_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Research","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Foreign, Commonwealth and Development Office (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Operational Research","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","HM Revenue and Customs (excl. agencies)","90","80","43470","38630"
"In post","2021","Operational Research","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Home Office (incl. agencies)","60","50","45460","38960"
"In post","2021","Operational Research","Male","Ministry of Defence (excl. agencies)","70","70","45530","43970"
"In post","2021","Operational Research","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Ministry of Justice (excl. agencies)","60","60","47950","46550"
"In post","2021","Operational Research","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Defence Equipment and Support","1420","1310","29890","27010"
"In post","2021","Other","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Department for Digital, Culture, Media and Sport","60","60","36790","34280"
"In post","2021","Other","Female","Department for International Trade","100","100","37230","32120"
"In post","2021","Other","Female","Department for Transport (excl. agencies)","210","200","35650","30270"
"In post","2021","Other","Female","Driver and Vehicle Licensing Agency","30","30","[c]","[c]"
"In post","2021","Other","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Foreign, Commonwealth and Development Office (excl. agencies)","140","130","66790","66710"
"In post","2021","Other","Female","Government Actuary's Department","60","60","65110","65470"
"In post","2021","Other","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Government Legal Department","240","230","31500","27580"
"In post","2021","Other","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","HM Revenue and Customs (excl. agencies)","260","220","40370","36160"
"In post","2021","Other","Female","Home Office (incl. agencies)","1010","950","35260","30950"
"In post","2021","Other","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Medicines and Healthcare Products Regulatory Agency","160","150","48970","46200"
"In post","2021","Other","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Ministry of Defence (excl. agencies)","5450","5150","24200","21130"
"In post","2021","Other","Female","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Other","Female","National Savings and Investments","50","50","46870","42420"
"In post","2021","Other","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Office for Standards in Education, Children's Services and Skills","180","170","28140","25880"
"In post","2021","Other","Female","Office of Gas and Electricity Markets","250","240","41370","35760"
"In post","2021","Other","Female","Royal Fleet Auxiliary","160","160","33120","32700"
"In post","2021","Other","Female","Scottish Prison Service","270","240","29080","25870"
"In post","2021","Other","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","The National Archives","40","40","[c]","[c]"
"In post","2021","Other","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Welsh Government (excl. agencies)","410","390","40640","37410"
"In post","2021","Other","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Defence Electronics and Components Agency","30","30","[c]","[c]"
"In post","2021","Other","Male","Defence Equipment and Support","2040","2000","32480","28780"
"In post","2021","Other","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2021","Other","Male","Department for International Trade","80","80","42320","34940"
"In post","2021","Other","Male","Department for Transport (excl. agencies)","250","240","48850","33390"
"In post","2021","Other","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Foreign, Commonwealth and Development Office (excl. agencies)","120","120","68610","69940"
"In post","2021","Other","Male","Government Actuary's Department","120","110","70660","59410"
"In post","2021","Other","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Government Legal Department","140","140","32800","27580"
"In post","2021","Other","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","HM Revenue and Customs (excl. agencies)","230","210","43170","38630"
"In post","2021","Other","Male","Home Office (incl. agencies)","780","730","34400","30830"
"In post","2021","Other","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Medicines and Healthcare Products Regulatory Agency","140","140","50440","42340"
"In post","2021","Other","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Ministry of Defence (excl. agencies)","5060","4980","26840","22920"
"In post","2021","Other","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","National Savings and Investments","40","40","[c]","[c]"
"In post","2021","Other","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Office for Standards in Education, Children's Services and Skills","70","70","29470","25880"
"In post","2021","Other","Male","Office of Gas and Electricity Markets","280","280","46750","41000"
"In post","2021","Other","Male","Royal Fleet Auxiliary","1670","1670","38060","34460"
"In post","2021","Other","Male","Scottish Prison Service","400","370","33390","30930"
"In post","2021","Other","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","The National Archives","40","40","[c]","[c]"
"In post","2021","Other","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Welsh Government (excl. agencies)","200","200","46790","47000"
"In post","2021","Planning","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Planning","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Planning","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Planning Inspectorate","130","110","57850","58810"
