"Status","Year","Organisation","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Southend-on-Sea","580","500","31740","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Suffolk","290","260","28000","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Sunderland","1760","1380","23500","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Telford and Wrekin","440","390","36820","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Tower Hamlets","590","560","46820","41760"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Tyneside","4190","3610","27990","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","West Sussex (South West)","330","280","31010","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Westminster","880","830","52220","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Angus and Dundee City","150","150","23340","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Belfast","980","940","28910","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Berkshire","150","140","35600","32520"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Birmingham","1380","1340","32500","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Bradford","790","750","29120","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Brent","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Bristol, City of","730","710","35960","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Camden and City of London","860","840","39850","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Cardiff and Vale of Glamorgan","2050","1970","28440","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","City of Edinburgh","1040","1010","29030","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Croydon","1180","1140","40610","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Derby","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Durham CC","190","180","23680","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","East Kent","110","100","30430","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Glasgow City","810","770","30340","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Greater Manchester South West","2020","1950","31100","27460"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Hackney and Newham","560","540","41360","36240"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Leeds","1500","1460","30830","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Leicester","180","170","27290","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Liverpool","1100","1070","32180","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Luton","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Manchester","960","930","34030","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Medway","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Mid Lancashire","860","800","27020","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Milton Keynes","100","100","22690","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","North Lanarkshire","560","520","25840","21560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Nottingham","1650","1600","33120","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Portsmouth","410","380","28890","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Sefton","1040","990","28200","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Solihull","80","80","32850","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","South Lanarkshire","860","800","26090","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Southend-on-Sea","450","430","35410","32100"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Suffolk","260","250","30860","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Sunderland","730","670","25530","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Telford and Wrekin","380","360","42430","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Tower Hamlets","580","560","49570","43120"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Tyneside","3610","3460","30140","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","West Sussex (South West)","320","300","33940","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Westminster","870","850","54870","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","Norwich and East Norfolk","40","40","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Female","Westminster","940","910","46730","42890"
"In post","2021","HM Treasury (excl. agencies)","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Westminster","1010","1000","48910","52500"
"In post","2021","Home Office (incl. agencies)","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Barnet","30","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","90","80","25560","24890"
"In post","2021","Home Office (incl. agencies)","Female","Bedford","60","60","28850","26160"
"In post","2021","Home Office (incl. agencies)","Female","Belfast","220","190","24780","21430"
"In post","2021","Home Office (incl. agencies)","Female","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Birmingham","70","60","28460","25580"
"In post","2021","Home Office (incl. agencies)","Female","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Camden and City of London","190","180","33410","30460"
"In post","2021","Home Office (incl. agencies)","Female","Cardiff and Vale of Glamorgan","180","170","29180","25360"
"In post","2021","Home Office (incl. agencies)","Female","City of Edinburgh","70","60","27820","26410"
"In post","2021","Home Office (incl. agencies)","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Croydon","3020","2770","36940","34170"
"In post","2021","Home Office (incl. agencies)","Female","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Durham CC","560","440","23900","21430"
"In post","2021","Home Office (incl. agencies)","Female","East Kent","990","860","26860","25310"
"In post","2021","Home Office (incl. agencies)","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Essex Haven Gateway","60","60","25540","25220"
"In post","2021","Home Office (incl. agencies)","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Glasgow City","390","350","26650","24890"
