"Status","Year","Ethnicity","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other ethnicity","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Department for Work and Pensions","70","70","26960","27570"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","HM Revenue and Customs","40","30","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Ministry of Justice","80","80","28370","27510"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Ministry of Justice","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Department for Work and Pensions","130","120","27100","27570"
"New entrant CS","2022","Undeclared","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Ministry of Justice","100","90","27230","24640"
"New entrant CS","2022","Undeclared","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
