"Status","Year","Region_ITL3","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Unknown","50","40","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","AA/AO","230","200","26890","25110"
"In post","2022","Lewisham and Southwark","Inner London - East","EO","530","510","30170","31060"
"In post","2022","Lewisham and Southwark","Inner London - East","G6/G7","50","40","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","SEO/HEO","150","140","38780","37020"
"In post","2022","Lewisham and Southwark","Inner London - East","Unknown","440","420","35670","34100"
"In post","2022","Lincolnshire CC","Lincolnshire","AA/AO","1310","1230","22530","21260"
"In post","2022","Lincolnshire CC","Lincolnshire","EO","750","700","27720","27570"
"In post","2022","Lincolnshire CC","Lincolnshire","G6/G7","120","110","59520","55610"
"In post","2022","Lincolnshire CC","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","SEO/HEO","620","600","36860","35630"
"In post","2022","Lincolnshire CC","Lincolnshire","Unknown","210","200","30180","28200"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","AA/AO","200","190","21540","21680"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","EO","130","130","26650","25850"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","SEO/HEO","110","110","36400","36230"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","AA/AO","4420","3970","21770","21550"
"In post","2022","Liverpool","Merseyside","EO","3570","3320","26150","26160"
"In post","2022","Liverpool","Merseyside","G6/G7","1030","990","56570","55210"
"In post","2022","Liverpool","Merseyside","SCS","50","50","[c]","[c]"
"In post","2022","Liverpool","Merseyside","SEO/HEO","3060","2960","34950","33370"
"In post","2022","Liverpool","Merseyside","Unknown","370","350","28600","25480"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","AA/AO","160","150","24910","24020"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","EO","120","120","29530","28980"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","AA/AO","110","90","21030","21220"
"In post","2022","Luton","Bedfordshire and Hertfordshire","EO","300","280","27970","27570"
"In post","2022","Luton","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","SEO/HEO","50","50","34610","32590"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Unknown","80","80","28390","25190"
"In post","2022","Manchester","Greater Manchester","AA/AO","1870","1730","22190","21260"
"In post","2022","Manchester","Greater Manchester","EO","2580","2450","26830","26820"
"In post","2022","Manchester","Greater Manchester","G6/G7","1640","1580","56750","55210"
"In post","2022","Manchester","Greater Manchester","SCS","90","90","89540","84890"
"In post","2022","Manchester","Greater Manchester","SEO/HEO","3330","3210","35390","34000"
"In post","2022","Manchester","Greater Manchester","Unknown","390","370","29590","28200"
"In post","2022","Medway","Kent","AA/AO","640","600","25420","25110"
"In post","2022","Medway","Kent","EO","410","390","30910","29290"
"In post","2022","Medway","Kent","G6/G7","40","40","[c]","[c]"
"In post","2022","Medway","Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","SEO/HEO","280","270","40220","38160"
"In post","2022","Medway","Kent","Unknown","90","80","28700","26310"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","AA/AO","110","100","23600","23720"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","EO","380","360","31910","31060"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","SEO/HEO","110","110","41640","41580"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Unknown","80","70","33330","32890"
"In post","2022","Mid and East Antrim","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","AA/AO","300","280","24560","23140"
"In post","2022","Mid Kent","Kent","EO","270","250","29450","29290"
"In post","2022","Mid Kent","Kent","G6/G7","40","40","[c]","[c]"
"In post","2022","Mid Kent","Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","SEO/HEO","150","140","38100","37280"
"In post","2022","Mid Kent","Kent","Unknown","160","150","30610","28580"
"In post","2022","Mid Lancashire","Lancashire","AA/AO","2660","2340","22010","21260"
"In post","2022","Mid Lancashire","Lancashire","EO","1410","1290","27460","27570"
"In post","2022","Mid Lancashire","Lancashire","G6/G7","340","330","57990","55210"
"In post","2022","Mid Lancashire","Lancashire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","SEO/HEO","990","920","36710","34480"
"In post","2022","Mid Lancashire","Lancashire","Unknown","240","210","30210","28200"
"In post","2022","Mid Ulster","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","790","770","25380","24490"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","EO","550","520","28590","27570"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","180","160","61490","57760"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","560","540","39430","38200"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Unknown","150","150","25680","24080"
"In post","2022","Monmouthshire and Newport","East Wales","AA/AO","1110","990","21510","20970"
"In post","2022","Monmouthshire and Newport","East Wales","EO","1310","1210","25980","24880"
"In post","2022","Monmouthshire and Newport","East Wales","G6/G7","1120","1080","56200","56450"
"In post","2022","Monmouthshire and Newport","East Wales","SCS","60","60","78980","74190"
"In post","2022","Monmouthshire and Newport","East Wales","SEO/HEO","2350","2260","35680","36840"
"In post","2022","Monmouthshire and Newport","East Wales","Unknown","120","110","29370","28550"
"In post","2022","Na h-Eileanan Siar","Highlands and Islands","AA/AO","80","70","21860","21260"
"In post","2022","Na h-Eileanan Siar","Highlands and Islands","EO","40","40","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Highlands and Islands","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","AA/AO","70","60","20670","20560"
"In post","2022","Newry, Mourne and Down","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","AA/AO","290","250","21210","21260"
"In post","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","EO","340","310","27190","27570"
"In post","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","SEO/HEO","80","80","33740","32550"
"In post","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","Unknown","130","120","29970","28200"
"In post","2022","North and West Norfolk","East Anglia","AA/AO","500","460","24480","21620"
"In post","2022","North and West Norfolk","East Anglia","EO","210","180","28260","27570"
"In post","2022","North and West Norfolk","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","East Anglia","SEO/HEO","180","170","35940","33790"
"In post","2022","North and West Norfolk","East Anglia","Unknown","50","40","[c]","[c]"
"In post","2022","North Hampshire","Hampshire and Isle of Wight","AA/AO","270","250","21790","21170"
"In post","2022","North Hampshire","Hampshire and Isle of Wight","EO","270","250","27230","27530"
"In post","2022","North Hampshire","Hampshire and Isle of Wight","G6/G7","120","120","69360","71790"
"In post","2022","North Hampshire","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","Hampshire and Isle of Wight","SEO/HEO","300","290","37510","34290"
"In post","2022","North Hampshire","Hampshire and Isle of Wight","Unknown","90","80","29080","26310"
"In post","2022","North Lanarkshire","West Central Scotland","AA/AO","1370","1150","21690","21260"
"In post","2022","North Lanarkshire","West Central Scotland","EO","880","800","28840","27570"
"In post","2022","North Lanarkshire","West Central Scotland","G6/G7","80","70","58730","55210"
"In post","2022","North Lanarkshire","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","West Central Scotland","SEO/HEO","470","440","36820","33370"
"In post","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","AA/AO","250","220","21530","21260"
"In post","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","EO","200","180","27630","27570"
"In post","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","SEO/HEO","40","40","[c]","[c]"
"In post","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","Unknown","60","50","28240","28200"
"In post","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","AA/AO","420","400","24290","23140"
"In post","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","EO","330","300","27830","27570"
"In post","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","G6/G7","50","40","[c]","[c]"
"In post","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","SEO/HEO","160","160","39900","38160"
"In post","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","Unknown","140","120","29460","28200"
"In post","2022","North Yorkshire CC","North Yorkshire","AA/AO","770","730","23410","21170"
"In post","2022","North Yorkshire CC","North Yorkshire","EO","510","480","27910","27570"
"In post","2022","North Yorkshire CC","North Yorkshire","G6/G7","150","140","62950","59630"
"In post","2022","North Yorkshire CC","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","North Yorkshire","SEO/HEO","460","450","36320","35300"
"In post","2022","North Yorkshire CC","North Yorkshire","Unknown","90","80","29530","28200"
"In post","2022","Northumberland","Northumberland, and Tyne and Wear","AA/AO","100","90","20870","21170"
"In post","2022","Northumberland","Northumberland, and Tyne and Wear","EO","210","190","27370","27570"
"In post","2022","Northumberland","Northumberland, and Tyne and Wear","G6/G7","30","30","[c]","[c]"
"In post","2022","Northumberland","Northumberland, and Tyne and Wear","SEO/HEO","80","70","36150","35310"
"In post","2022","Northumberland","Northumberland, and Tyne and Wear","Unknown","60","50","31430","31420"
"In post","2022","Norwich and East Norfolk","East Anglia","AA/AO","630","560","22600","21260"
"In post","2022","Norwich and East Norfolk","East Anglia","EO","590","530","27470","27570"
"In post","2022","Norwich and East Norfolk","East Anglia","G6/G7","130","120","56490","53460"
"In post","2022","Norwich and East Norfolk","East Anglia","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","East Anglia","SEO/HEO","370","350","36430","34440"
"In post","2022","Norwich and East Norfolk","East Anglia","Unknown","280","260","25950","24090"
"In post","2022","Nottingham","Derbyshire and Nottinghamshire","AA/AO","2150","1960","22060","21250"
"In post","2022","Nottingham","Derbyshire and Nottinghamshire","EO","2350","2200","26850","26820"
"In post","2022","Nottingham","Derbyshire and Nottinghamshire","G6/G7","1040","1010","56720","55210"
"In post","2022","Nottingham","Derbyshire and Nottinghamshire","SCS","60","60","92810","83370"
"In post","2022","Nottingham","Derbyshire and Nottinghamshire","SEO/HEO","2970","2830","35570","33370"
"In post","2022","Nottingham","Derbyshire and Nottinghamshire","Unknown","270","240","28800","28200"
"In post","2022","Orkney Islands","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","AA/AO","70","70","22100","21830"
"In post","2022","Overseas","Overseas","EO","290","280","27700","27130"
"In post","2022","Overseas","Overseas","G6/G7","1310","1310","59620","57490"
"In post","2022","Overseas","Overseas","SCS","290","290","85420","76600"
"In post","2022","Overseas","Overseas","SEO/HEO","1530","1520","39250","36450"
"In post","2022","Overseas","Overseas","Unknown","200","200","[c]","[c]"
