"Status","Year","Responsibility_level","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","SCS","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department of Health and Social Care","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","SCS","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department of Health and Social Care","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","SCS","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Attorney General's Departments","Heterosexual / straight","140","140","38580","38000"
"New entrant CS","2022","SEO/HEO","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cabinet Office","Heterosexual / straight","310","310","35020","34550"
"New entrant CS","2022","SEO/HEO","Cabinet Office","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cabinet Office","Unknown","640","640","28840","28000"
"New entrant CS","2022","SEO/HEO","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Competition and Markets Authority","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","410","400","36240","34090"
"New entrant CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","LGBO","60","60","36440","33570"
"New entrant CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Unknown","100","100","37100","35240"
"New entrant CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Heterosexual / straight","170","170","34450","34020"
"New entrant CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Education","Heterosexual / straight","360","350","33980","36500"
"New entrant CS","2022","SEO/HEO","Department for Education","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Education","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Education","Unknown","100","90","34310","36500"
"New entrant CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Heterosexual / straight","760","750","33690","32560"
"New entrant CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","LGBO","110","110","33470","32560"
"New entrant CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Undeclared","80","80","33900","33000"
"New entrant CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Unknown","270","270","33890","32560"
"New entrant CS","2022","SEO/HEO","Department for International Trade","Heterosexual / straight","130","130","34190","31800"
"New entrant CS","2022","SEO/HEO","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for International Trade","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Heterosexual / straight","230","230","34120","33210"
"New entrant CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Unknown","60","60","35460","33210"
"New entrant CS","2022","SEO/HEO","Department for Transport","Heterosexual / straight","300","290","36360","34710"
"New entrant CS","2022","SEO/HEO","Department for Transport","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Transport","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Transport","Unknown","150","150","36620","34710"
"New entrant CS","2022","SEO/HEO","Department for Work and Pensions","Heterosexual / straight","480","470","36680","36000"
"New entrant CS","2022","SEO/HEO","Department for Work and Pensions","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Work and Pensions","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Department for Work and Pensions","Unknown","90","90","36990","36650"
"New entrant CS","2022","SEO/HEO","Department of Health and Social Care","Heterosexual / straight","830","760","34780","32790"
"New entrant CS","2022","SEO/HEO","Department of Health and Social Care","LGBO","100","90","34500","32790"
"New entrant CS","2022","SEO/HEO","Department of Health and Social Care","Undeclared","380","220","34820","32790"
"New entrant CS","2022","SEO/HEO","Department of Health and Social Care","Unknown","230","230","34680","32790"
"New entrant CS","2022","SEO/HEO","Food Standards Agency","Heterosexual / straight","110","100","33960","32350"
"New entrant CS","2022","SEO/HEO","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","HM Land Registry","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","HM Land Registry","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","HM Revenue and Customs","Heterosexual / straight","1040","1030","34760","33080"
"New entrant CS","2022","SEO/HEO","HM Revenue and Customs","LGBO","120","120","34230","33080"
"New entrant CS","2022","SEO/HEO","HM Revenue and Customs","Undeclared","70","70","34840","33080"
"New entrant CS","2022","SEO/HEO","HM Revenue and Customs","Unknown","620","610","35040","33080"
"New entrant CS","2022","SEO/HEO","HM Treasury","Heterosexual / straight","130","120","31850","29320"
"New entrant CS","2022","SEO/HEO","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Home Office","Heterosexual / straight","80","80","36490","36590"
"New entrant CS","2022","SEO/HEO","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Home Office","Unknown","280","270","36530","35050"
"New entrant CS","2022","SEO/HEO","Ministry of Defence","Heterosexual / straight","990","980","35530","33140"
"New entrant CS","2022","SEO/HEO","Ministry of Defence","LGBO","70","70","34140","33000"
"New entrant CS","2022","SEO/HEO","Ministry of Defence","Undeclared","60","60","35960","33490"
"New entrant CS","2022","SEO/HEO","Ministry of Defence","Unknown","550","530","34050","33000"
"New entrant CS","2022","SEO/HEO","Ministry of Justice","Heterosexual / straight","550","530","34830","34260"
"New entrant CS","2022","SEO/HEO","Ministry of Justice","LGBO","70","70","34240","34260"
"New entrant CS","2022","SEO/HEO","Ministry of Justice","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Ministry of Justice","Unknown","350","340","34800","34260"
"New entrant CS","2022","SEO/HEO","National Crime Agency","Heterosexual / straight","120","110","42020","40210"
"New entrant CS","2022","SEO/HEO","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
