"Status","Year","Sex","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","No function","1110","1110","54410","54470"
"In post","2021","Male","Overseas","Project Delivery","350","340","55120","55060"
"In post","2021","Male","Overseas","Property","170","170","39840","39410"
"In post","2021","Male","Overseas","Security","100","100","39720","34450"
"In post","2021","Male","Overseas","Unknown","440","440","42290","38690"
"In post","2021","Male","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","Commercial","80","80","36990","27010"
"In post","2021","Male","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","Digital, Data & Technology","210","210","43420","38630"
"In post","2021","Male","Shropshire and Staffordshire","Finance","50","50","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","No function","1910","1840","28960","26810"
"In post","2021","Male","Shropshire and Staffordshire","Project Delivery","240","230","37340","33300"
"In post","2021","Male","Shropshire and Staffordshire","Property","110","110","35720","33300"
"In post","2021","Male","Shropshire and Staffordshire","Security","120","110","28290","24620"
"In post","2021","Male","Shropshire and Staffordshire","Unknown","960","930","28950","27570"
"In post","2021","Male","South Yorkshire","Analysis","60","60","45660","45620"
"In post","2021","Male","South Yorkshire","Commercial","40","40","[c]","[c]"
"In post","2021","Male","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Male","South Yorkshire","Digital, Data & Technology","140","140","44490","42220"
"In post","2021","Male","South Yorkshire","Finance","50","50","40910","37070"
"In post","2021","Male","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","South Yorkshire","Legal","50","50","38310","31130"
"In post","2021","Male","South Yorkshire","No function","1200","1150","32410","30090"
"In post","2021","Male","South Yorkshire","Project Delivery","50","50","43230","40300"
"In post","2021","Male","South Yorkshire","Property","60","60","41430","41230"
"In post","2021","Male","South Yorkshire","Security","60","60","41010","41430"
"In post","2021","Male","South Yorkshire","Unknown","2410","2330","30530","27570"
"In post","2021","Male","Southern Scotland","Commercial","40","40","[c]","[c]"
"In post","2021","Male","Southern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Southern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Southern Scotland","Debt","120","120","21680","20140"
"In post","2021","Male","Southern Scotland","Digital, Data & Technology","170","160","39960","36030"
"In post","2021","Male","Southern Scotland","Finance","70","70","35420","33930"
"In post","2021","Male","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Southern Scotland","Legal","80","70","35220","29350"
"In post","2021","Male","Southern Scotland","No function","790","730","26610","25560"
"In post","2021","Male","Southern Scotland","Project Delivery","440","430","33930","30300"
"In post","2021","Male","Southern Scotland","Property","170","160","30240","28120"
"In post","2021","Male","Southern Scotland","Security","50","40","[c]","[c]"
"In post","2021","Male","Southern Scotland","Unknown","510","490","29460","27570"
"In post","2021","Male","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Debt","40","30","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Digital, Data & Technology","160","150","38220","38300"
"In post","2021","Male","Surrey, East and West Sussex","Finance","130","120","34100","31810"
"In post","2021","Male","Surrey, East and West Sussex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Human Resources","40","40","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Legal","70","60","45350","46530"
"In post","2021","Male","Surrey, East and West Sussex","No function","1570","1510","32140","31220"
"In post","2021","Male","Surrey, East and West Sussex","Project Delivery","40","40","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Property","80","80","39000","32550"
"In post","2021","Male","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","Unknown","1400","1300","28370","27570"
"In post","2021","Male","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Digital, Data & Technology","50","50","39590","37410"
"In post","2021","Male","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Legal","50","50","43450","43460"
"In post","2021","Male","Tees Valley and Durham","No function","2300","2170","29440","27650"
"In post","2021","Male","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Property","140","130","28600","21100"
"In post","2021","Male","Tees Valley and Durham","Security","30","30","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","Unknown","1180","1110","25140","24880"
"In post","2021","Male","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","No function","300","290","37440","32000"
"In post","2021","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Security","40","30","[c]","[c]"
"In post","2021","Male","Unknown","Unknown","2120","2110","36650","32700"
"In post","2021","Male","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Central Scotland","Commercial","110","110","37990","34800"
"In post","2021","Male","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Central Scotland","Counter Fraud","260","250","31760","31810"
"In post","2021","Male","West Central Scotland","Debt","180","170","21650","20140"
"In post","2021","Male","West Central Scotland","Digital, Data & Technology","100","100","36800","33300"
"In post","2021","Male","West Central Scotland","Finance","180","160","25390","20810"
"In post","2021","Male","West Central Scotland","Human Resources","200","200","26900","22080"
"In post","2021","Male","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Central Scotland","Legal","190","180","39430","35230"
"In post","2021","Male","West Central Scotland","No function","2540","2420","31280","30950"
"In post","2021","Male","West Central Scotland","Project Delivery","240","230","37020","34330"
"In post","2021","Male","West Central Scotland","Property","140","140","30130","28870"
"In post","2021","Male","West Central Scotland","Security","910","880","30750","28210"
"In post","2021","Male","West Central Scotland","Unknown","3330","3200","32460","27570"
"In post","2021","Male","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Midlands","Commercial","60","60","47840","40860"
"In post","2021","Male","West Midlands","Communications","140","140","31700","31810"
"In post","2021","Male","West Midlands","Counter Fraud","370","350","33480","31810"
"In post","2021","Male","West Midlands","Debt","170","160","21520","20140"
"In post","2021","Male","West Midlands","Digital, Data & Technology","310","300","40740","37000"
"In post","2021","Male","West Midlands","Finance","120","120","39180","36640"
"In post","2021","Male","West Midlands","Human Resources","50","40","[c]","[c]"
"In post","2021","Male","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Midlands","Legal","240","240","42320","38630"
"In post","2021","Male","West Midlands","No function","3320","3230","32730","28590"
"In post","2021","Male","West Midlands","Project Delivery","160","160","45990","42840"
"In post","2021","Male","West Midlands","Property","160","160","38630","33280"
"In post","2021","Male","West Midlands","Security","40","40","[c]","[c]"
"In post","2021","Male","West Midlands","Unknown","2220","2130","27050","27570"
"In post","2021","Male","West Wales and The Valleys","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Commercial","80","80","35060","31210"
"In post","2021","Male","West Wales and The Valleys","Communications","30","30","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Digital, Data & Technology","580","580","41830","40080"
"In post","2021","Male","West Wales and The Valleys","Finance","90","90","36890","35110"
"In post","2021","Male","West Wales and The Valleys","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Human Resources","50","50","34810","31860"
"In post","2021","Male","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","Legal","40","40","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","No function","2610","2470","25590","21590"
"In post","2021","Male","West Wales and The Valleys","Project Delivery","90","90","39020","39040"
"In post","2021","Male","West Wales and The Valleys","Property","100","100","33210","30890"
"In post","2021","Male","West Wales and The Valleys","Security","120","120","27530","25390"
"In post","2021","Male","West Wales and The Valleys","Unknown","2170","2090","32720","27570"
"In post","2021","Male","West Yorkshire","Analysis","70","70","43370","48350"
"In post","2021","Male","West Yorkshire","Commercial","110","100","47380","43570"
"In post","2021","Male","West Yorkshire","Communications","300","300","29050","25560"
"In post","2021","Male","West Yorkshire","Counter Fraud","440","430","33070","31810"
"In post","2021","Male","West Yorkshire","Debt","190","180","22900","20140"
"In post","2021","Male","West Yorkshire","Digital, Data & Technology","270","260","38270","33880"
"In post","2021","Male","West Yorkshire","Finance","250","250","32680","25930"
"In post","2021","Male","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Yorkshire","Human Resources","70","70","38680","38180"
"In post","2021","Male","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Yorkshire","Legal","200","200","43370","40950"
"In post","2021","Male","West Yorkshire","No function","3240","3100","31230","27680"
"In post","2021","Male","West Yorkshire","Project Delivery","160","160","40010","37710"
