"Status","Year","Region_ITL1","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","North West (England)","Cheshire","40-49","80","80","31620","28200"
"New entrant CS","2022","North West (England)","Cheshire","50-59","110","100","30470","28200"
"New entrant CS","2022","North West (England)","Cheshire","60-64","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","20-29","90","80","23280","21300"
"New entrant CS","2022","North West (England)","Cumbria","30-39","90","80","25020","21300"
"New entrant CS","2022","North West (England)","Cumbria","40-49","80","70","28220","23750"
"New entrant CS","2022","North West (England)","Cumbria","50-59","70","60","29460","27140"
"New entrant CS","2022","North West (England)","Cumbria","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","16-19","50","50","22340","21260"
"New entrant CS","2022","North West (England)","Greater Manchester","20-29","1460","1440","25960","25000"
"New entrant CS","2022","North West (England)","Greater Manchester","30-39","920","890","30470","26590"
"New entrant CS","2022","North West (England)","Greater Manchester","40-49","530","510","32840","27570"
"New entrant CS","2022","North West (England)","Greater Manchester","50-59","370","350","31160","27570"
"New entrant CS","2022","North West (England)","Greater Manchester","60-64","90","80","30040","27570"
"New entrant CS","2022","North West (England)","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Lancashire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Lancashire","20-29","600","590","23550","22600"
"New entrant CS","2022","North West (England)","Lancashire","30-39","410","400","26070","23940"
"New entrant CS","2022","North West (England)","Lancashire","40-49","260","250","28330","24800"
"New entrant CS","2022","North West (England)","Lancashire","50-59","230","230","29400","26130"
"New entrant CS","2022","North West (England)","Lancashire","60-64","60","60","24730","21260"
"New entrant CS","2022","North West (England)","Lancashire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Merseyside","16-19","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Merseyside","20-29","1110","1100","24000","21680"
"New entrant CS","2022","North West (England)","Merseyside","30-39","750","730","26190","24880"
"New entrant CS","2022","North West (England)","Merseyside","40-49","450","430","28740","26310"
"New entrant CS","2022","North West (England)","Merseyside","50-59","380","360","27360","24880"
"New entrant CS","2022","North West (England)","Merseyside","60-64","90","80","27440","24800"
"New entrant CS","2022","North West (England)","Merseyside","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","20-29","250","240","25480","24880"
"New entrant CS","2022","Northern Ireland","Northern Ireland","30-39","190","190","29510","26590"
"New entrant CS","2022","Northern Ireland","Northern Ireland","40-49","110","110","30960","26590"
"New entrant CS","2022","Northern Ireland","Northern Ireland","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Eastern Scotland","16-19","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Eastern Scotland","20-29","1200","1180","26040","24400"
"New entrant CS","2022","Scotland","Eastern Scotland","30-39","970","950","30440","27230"
"New entrant CS","2022","Scotland","Eastern Scotland","40-49","580","560","32990","27570"
"New entrant CS","2022","Scotland","Eastern Scotland","50-59","420","400","32970","27570"
"New entrant CS","2022","Scotland","Eastern Scotland","60-64","70","70","29580","24400"
"New entrant CS","2022","Scotland","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","North Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","North Eastern Scotland","20-29","90","90","27140","27230"
"New entrant CS","2022","Scotland","North Eastern Scotland","30-39","80","80","30340","27230"
"New entrant CS","2022","Scotland","North Eastern Scotland","40-49","50","50","[c]","[c]"
"New entrant CS","2022","Scotland","North Eastern Scotland","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Southern Scotland","20-29","260","250","23340","21260"
"New entrant CS","2022","Scotland","Southern Scotland","30-39","190","180","25890","24400"
"New entrant CS","2022","Scotland","Southern Scotland","40-49","110","100","25360","24400"
"New entrant CS","2022","Scotland","Southern Scotland","50-59","110","110","24530","22410"
"New entrant CS","2022","Scotland","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Southern Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","West Central Scotland","16-19","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","West Central Scotland","20-29","1160","1140","25520","23450"
"New entrant CS","2022","Scotland","West Central Scotland","30-39","880","860","30120","27230"
"New entrant CS","2022","Scotland","West Central Scotland","40-49","560","540","32910","27570"
"New entrant CS","2022","Scotland","West Central Scotland","50-59","440","430","31450","27230"
"New entrant CS","2022","Scotland","West Central Scotland","60-64","60","60","28370","21260"
"New entrant CS","2022","Scotland","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20-29","470","470","26110","25540"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30-39","330","320","29990","28140"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","40-49","220","210","32410","28280"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","50-59","210","200","31690","27570"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","60-64","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","16-19","30","30","[c]","[c]"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","20-29","650","640","25450","24880"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","30-39","350","330","30480","27570"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","40-49","310","290","32020","27570"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","50-59","340","300","30210","24880"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","60-64","80","60","29180","24800"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Kent","16-19","30","30","[c]","[c]"
