"Status","Year","Profession_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","North East (England)","40","30","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","North West (England)","220","210","36600","32000"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","London","70","60","50190","52840"
"In post","2021","Human Resources","Home Office (incl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Home Office (incl. agencies)","London","390","370","45700","41970"
"In post","2021","Human Resources","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Home Office (incl. agencies)","North West (England)","90","80","37430","30980"
"In post","2021","Human Resources","Home Office (incl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Home Office (incl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Home Office (incl. agencies)","South East (England)","30","30","[c]","[c]"
"In post","2021","Human Resources","Home Office (incl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Home Office (incl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Home Office (incl. agencies)","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","South East (England)","40","30","[c]","[c]"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","South West (England)","70","60","38290","33130"
"In post","2021","Human Resources","Met Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","East of England","60","60","33990","33300"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","London","270","270","47490","44500"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","North West (England)","340","310","25600","22080"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Scotland","440","410","24070","21580"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","South East (England)","200","190","31660","26670"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","South West (England)","240","210","29690","26670"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","London","230","230","46850","41070"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","North West (England)","50","50","40230","34650"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","South East (England)","50","50","43790","43560"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","South West (England)","40","40","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Wales","60","60","38080","31190"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","West Midlands (England)","110","100","37400","31180"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","50","50","38300","34980"
"In post","2021","Human Resources","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","London","50","50","47620","42630"
"In post","2021","Human Resources","National Crime Agency","North West (England)","40","40","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","South West (England)","60","60","31090","28840"
"In post","2021","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","North West (England)","40","40","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","London","120","110","44550","40070"
"In post","2021","Human Resources","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Registers of Scotland","Scotland","40","40","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","Scotland","30","30","[c]","[c]"
"In post","2021","Human Resources","Scottish Prison Service","Scotland","100","100","34280","33650"
