"Status","Year","Sex","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Northumberland","Ministry of Defence (excl. agencies)","50","50","29140","22040"
"In post","2021","Male","Northumberland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northumberland","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Cabinet Office (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Crown Commercial Service","90","90","35180","32640"
"In post","2021","Male","Norwich and East Norfolk","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Department for Work and Pensions (excl. agencies)","220","200","26830","27570"
"In post","2021","Male","Norwich and East Norfolk","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","HM Prison and Probation Service","300","300","28340","25790"
"In post","2021","Male","Norwich and East Norfolk","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Norwich and East Norfolk","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Advisory, Conciliation and Arbitration Service","40","30","[c]","[c]"
"In post","2021","Male","Nottingham","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Crown Prosecution Service","90","90","38510","34480"
"In post","2021","Male","Nottingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Department for Education (excl. agencies)","80","80","44820","40700"
"In post","2021","Male","Nottingham","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Department for Work and Pensions (excl. agencies)","280","270","26280","27570"
"In post","2021","Male","Nottingham","Driver and Vehicle Standards Agency","150","150","35710","32180"
"In post","2021","Male","Nottingham","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","Male","Nottingham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","HM Courts and Tribunals Service","80","70","25540","19930"
"In post","2021","Male","Nottingham","HM Land Registry","190","180","32850","27130"
"In post","2021","Male","Nottingham","HM Prison and Probation Service","350","330","28330","26810"
"In post","2021","Male","Nottingham","HM Revenue and Customs (excl. agencies)","1650","1600","33120","31810"
"In post","2021","Male","Nottingham","Insolvency Service","30","30","[c]","[c]"
"In post","2021","Male","Nottingham","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Legal Aid Agency","70","70","23810","21170"
"In post","2021","Male","Nottingham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"In post","2021","Male","Nottingham","Office of the Public Guardian","170","160","21440","20420"
"In post","2021","Male","Nottingham","Public Health England","40","30","[c]","[c]"
"In post","2021","Male","Nottingham","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Nottingham","Valuation Office Agency","80","80","35930","32100"
"In post","2021","Male","Orkney Islands","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Orkney Islands","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Orkney Islands","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Orkney Islands","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Orkney Islands","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Orkney Islands","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Orkney Islands","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","Defence Equipment and Support","30","30","[c]","[c]"
"In post","2021","Male","Overseas","Department for International Trade","110","110","57190","53750"
"In post","2021","Male","Overseas","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","FCDO Services","130","130","40820","40330"
"In post","2021","Male","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","1210","1210","52970","54320"
"In post","2021","Male","Overseas","Home Office (incl. agencies)","200","200","28500","27370"
"In post","2021","Male","Overseas","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","Ministry of Defence (excl. agencies)","400","400","43400","40580"
"In post","2021","Male","Overseas","National Crime Agency","110","110","67570","64330"
"In post","2021","Male","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","Defence Equipment and Support","80","70","39260","37320"
"In post","2021","Male","Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","Department for Work and Pensions (excl. agencies)","90","90","27890","27570"
"In post","2021","Male","Oxfordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2021","Male","Oxfordshire","HM Prison and Probation Service","460","450","32730","31810"
"In post","2021","Male","Oxfordshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","Ministry of Defence (excl. agencies)","440","430","28110","21580"
"In post","2021","Male","Oxfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","Public Health England","130","130","48640","41890"
"In post","2021","Male","Oxfordshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Oxfordshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Forestry and Land Scotland","90","90","31240","30160"
"In post","2021","Male","Perth and Kinross and Stirling","Ministry of Defence (excl. agencies)","60","50","32140","26670"
"In post","2021","Male","Perth and Kinross and Stirling","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Male","Perth and Kinross and Stirling","Scottish Government (excl. agencies)","60","60","36320","34370"
"In post","2021","Male","Perth and Kinross and Stirling","Scottish Prison Service","420","390","31760","33650"
"In post","2021","Male","Perth and Kinross and Stirling","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Peterborough","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Peterborough","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Peterborough","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Male","Peterborough","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Male","Peterborough","Department for Work and Pensions (excl. agencies)","90","80","27630","27570"
"In post","2021","Male","Peterborough","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Male","Peterborough","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Peterborough","HM Land Registry","110","100","32240","33840"
"In post","2021","Male","Peterborough","HM Prison and Probation Service","50","50","[c]","[c]"
"In post","2021","Male","Peterborough","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Peterborough","Home Office (incl. agencies)","210","190","24780","21430"
"In post","2021","Male","Peterborough","Ministry of Defence (excl. agencies)","80","70","26130","20920"
"In post","2021","Male","Peterborough","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Peterborough","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Defence Equipment and Support","80","80","27180","22080"
"In post","2021","Male","Plymouth","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Department for Work and Pensions (excl. agencies)","120","120","28050","27570"
"In post","2021","Male","Plymouth","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","HM Land Registry","480","470","36990","38450"
"In post","2021","Male","Plymouth","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Home Office (incl. agencies)","60","50","29300","27370"
"In post","2021","Male","Plymouth","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Ministry of Defence (excl. agencies)","580","560","32080","27180"
"In post","2021","Male","Plymouth","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Plymouth","Submarine Delivery Agency","80","80","38320","39000"
"In post","2021","Male","Plymouth","Valuation Office Agency","150","140","26130","21100"
