"Status","Year","Region_ITL1","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Wales","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","The Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","The Insolvency Service","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Wales","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","UK Health Security Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","UK Health Security Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","UK Statistics Authority","Declared disabled","270","260","34330","31700"
"In post","2022","Wales","UK Statistics Authority","Declared non-disabled","1570","1470","37260","36840"
"In post","2022","Wales","UK Statistics Authority","Undeclared","50","50","35420","30710"
"In post","2022","Wales","UK Statistics Authority","Unknown","1120","1080","34000","30710"
"In post","2022","Wales","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Valuation Office Agency","Declared non-disabled","190","180","38250","33740"
"In post","2022","Wales","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Valuation Office Agency","Unknown","40","40","[c]","[c]"
"In post","2022","Wales","Welsh Government (excl. agencies)","Declared disabled","350","320","39500","38160"
"In post","2022","Wales","Welsh Government (excl. agencies)","Declared non-disabled","5010","4730","42220","38160"
"In post","2022","Wales","Welsh Government (excl. agencies)","Undeclared","190","180","42680","40100"
"In post","2022","Wales","Welsh Government (excl. agencies)","Unknown","300","290","38210","31210"
"In post","2022","Wales","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Welsh Revenue Authority","Unknown","80","80","43730","39130"
"In post","2022","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Unknown","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Animal and Plant Health Agency","Declared disabled","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Animal and Plant Health Agency","Declared non-disabled","210","190","29380","26520"
"In post","2022","West Midlands (England)","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Cabinet Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Cabinet Office (excl. agencies)","Unknown","110","110","56420","53320"
"In post","2022","West Midlands (England)","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Crown Prosecution Service","Declared disabled","60","60","44040","48080"
"In post","2022","West Midlands (England)","Crown Prosecution Service","Declared non-disabled","380","360","41490","38180"
"In post","2022","West Midlands (England)","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Crown Prosecution Service","Unknown","150","140","38180","33380"
"In post","2022","West Midlands (England)","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Defence Electronics and Components Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Defence Electronics and Components Agency","Undeclared","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Defence Equipment and Support","Declared non-disabled","140","140","26790","23240"
"In post","2022","West Midlands (England)","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","180","170","43220","37460"
"In post","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Education (excl. agencies)","Declared disabled","50","50","38140","34680"
"In post","2022","West Midlands (England)","Department for Education (excl. agencies)","Declared non-disabled","330","320","42970","36960"
"In post","2022","West Midlands (England)","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Education (excl. agencies)","Unknown","190","190","36170","32300"
"In post","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","210","200","40710","36970"
"In post","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","50","40","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","220","220","37160","34760"
"In post","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Transport (excl. agencies)","Declared non-disabled","100","100","37130","30810"
"In post","2022","West Midlands (England)","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Declared disabled","1380","1200","26060","27570"
"In post","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Declared non-disabled","5690","5010","26210","27570"
"In post","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Undeclared","350","310","26190","27570"
"In post","2022","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Unknown","230","210","26630","27570"
"In post","2022","West Midlands (England)","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department of Health and Social Care (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department of Health and Social Care (excl. agencies)","Unknown","50","50","48740","49530"
"In post","2022","West Midlands (England)","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Driver and Vehicle Licensing Agency","Declared non-disabled","100","90","23800","21840"
"In post","2022","West Midlands (England)","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Driver and Vehicle Standards Agency","Declared non-disabled","290","270","28820","26780"
"In post","2022","West Midlands (England)","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Driver and Vehicle Standards Agency","Unknown","80","80","26380","26470"
"In post","2022","West Midlands (England)","Education and Skills Funding Agency","Declared disabled","50","40","[c]","[c]"
"In post","2022","West Midlands (England)","Education and Skills Funding Agency","Declared non-disabled","410","400","42950","37510"
"In post","2022","West Midlands (England)","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Education and Skills Funding Agency","Unknown","100","100","36390","36500"
"In post","2022","West Midlands (England)","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Food Standards Agency","Declared non-disabled","80","80","31800","28660"
"In post","2022","West Midlands (England)","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
