"Status","Year","Organisation","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for International Trade","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","SEO/HEO","100","100","34020","31800"
"New entrant CS","2021","Department for International Trade","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","EO","30","30","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","SEO/HEO","110","110","33570","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","EO","80","80","27270","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","SEO/HEO","140","140","34730","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","EO","50","50","27030","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","SEO/HEO","180","180","34850","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Female","AA/AO","2950","2890","21680","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Female","EO","6770","6540","28620","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Female","G6/G7","50","50","55640","54000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Female","SEO/HEO","200","190","34800","35000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Male","AA/AO","2580","2570","21530","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Male","EO","4120","4090","28530","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Male","G6/G7","120","120","59330","57500"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Male","SEO/HEO","190","190","35570","35310"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","EO","140","140","26620","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","G6/G7","140","130","56510","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","SEO/HEO","370","360","33910","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","EO","80","80","26430","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","G6/G7","110","110","56510","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","SEO/HEO","220","220","34330","32790"
"New entrant CS","2021","Disclosure Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","AA/AO","160","130","19540","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","AA/AO","110","100","20400","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","EO","30","30","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","EO","30","30","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","AA/AO","80","80","25070","26580"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","EO","50","50","26980","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Male","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Female","EO","50","50","27680","26950"
"New entrant CS","2021","Government Legal Department","Female","G6/G7","60","60","54480","50500"
"New entrant CS","2021","Government Legal Department","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Male","EO","30","30","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Male","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Female","EO","40","40","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Female","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Male","EO","30","30","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Male","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Female","AA/AO","1070","1020","19660","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","Female","EO","140","130","23770","23110"
"New entrant CS","2021","HM Courts and Tribunals Service","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Female","SEO/HEO","190","190","29260","28600"
"New entrant CS","2021","HM Courts and Tribunals Service","Male","AA/AO","580","570","19680","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","Male","EO","70","70","23360","22570"
"New entrant CS","2021","HM Courts and Tribunals Service","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Male","SEO/HEO","120","120","30380","30850"
"New entrant CS","2021","HM Land Registry","Female","AA/AO","330","320","22490","22350"
"New entrant CS","2021","HM Land Registry","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","AA/AO","230","220","22550","22350"
"New entrant CS","2021","HM Land Registry","Male","EO","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","G6/G7","[c]","[c]","[c]","[c]"
