"Status","Year","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","60","60","48600","40450"
"Leaver CS","2022","Science and Engineering","Met Office","30","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","180","170","32360","26680"
"Leaver CS","2022","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Public Health England","320","290","43120","40060"
"Leaver CS","2022","Science and Engineering","Submarine Delivery Agency","60","50","36390","33450"
"Leaver CS","2022","Science and Engineering","UK Health Security Agency","180","160","36210","34270"
"Leaver CS","2022","Science and Engineering","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","590","570","31140","26750"
"Leaver CS","2022","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","UK Statistics Authority","40","40","[c]","[c]"
"Leaver CS","2022","Statistics","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","710","690","50790","43150"
"Leaver CS","2022","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","230","220","45050","42470"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","1280","1200","26220","26120"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","110","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","200","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","120","110","29970","27360"
"Leaver CS","2022","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","730","630","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","4530","3830","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","420","380","41670","36130"
"Leaver CS","2022","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Animal and Plant Health Agency","40","30","[c]","[c]"
"Leaver CS","2022","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Equipment and Support","60","60","33610","30420"
"Leaver Dept.","2021","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Public Health England","[c]","[c]","[c]","[c]"
