"Status","Year","Organisation","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Treasury (excl. agencies)","60-64","London","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","60-64","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","65+","London","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","London","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","20-29","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Home Office","20-29","East of England","250","240","23320","21680"
"In post","2022","Home Office","20-29","London","2120","2100","36650","35050"
"In post","2022","Home Office","20-29","North East (England)","190","180","24200","24880"
"In post","2022","Home Office","20-29","North West (England)","1240","1220","25250","24880"
"In post","2022","Home Office","20-29","Northern Ireland","70","70","24160","24880"
"In post","2022","Home Office","20-29","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","20-29","Scotland","190","180","24490","24880"
"In post","2022","Home Office","20-29","South East (England)","520","520","24200","24880"
"In post","2022","Home Office","20-29","South West (England)","50","50","[c]","[c]"
"In post","2022","Home Office","20-29","Wales","90","80","25160","24880"
"In post","2022","Home Office","20-29","West Midlands (England)","160","150","25330","24880"
"In post","2022","Home Office","20-29","Yorkshire and The Humber","630","610","25750","24880"
"In post","2022","Home Office","30-39","East Midlands (England)","60","60","27920","25310"
"In post","2022","Home Office","30-39","East of England","340","310","26100","25040"
"In post","2022","Home Office","30-39","London","3030","2920","42220","37880"
"In post","2022","Home Office","30-39","North East (England)","310","280","25630","24880"
"In post","2022","Home Office","30-39","North West (England)","2020","1910","27730","24890"
"In post","2022","Home Office","30-39","Northern Ireland","150","140","25010","24880"
"In post","2022","Home Office","30-39","Overseas","70","70","[c]","[c]"
"In post","2022","Home Office","30-39","Scotland","270","260","27090","24890"
"In post","2022","Home Office","30-39","South East (England)","730","700","26870","25260"
"In post","2022","Home Office","30-39","South West (England)","90","80","29780","25310"
"In post","2022","Home Office","30-39","Wales","170","160","28400","25040"
"In post","2022","Home Office","30-39","West Midlands (England)","340","320","28000","25220"
"In post","2022","Home Office","30-39","Yorkshire and The Humber","1170","1090","28760","25040"
"In post","2022","Home Office","40-49","East Midlands (England)","70","60","30300","26770"
"In post","2022","Home Office","40-49","East of England","460","430","28010","25490"
"In post","2022","Home Office","40-49","London","3480","3300","42700","36300"
"In post","2022","Home Office","40-49","North East (England)","370","340","27890","25040"
"In post","2022","Home Office","40-49","North West (England)","1770","1670","30350","25310"
"In post","2022","Home Office","40-49","Northern Ireland","160","150","26810","25310"
"In post","2022","Home Office","40-49","Overseas","110","110","[c]","[c]"
"In post","2022","Home Office","40-49","Scotland","270","260","29140","25680"
"In post","2022","Home Office","40-49","South East (England)","1030","970","28480","26660"
"In post","2022","Home Office","40-49","South West (England)","90","90","31010","27250"
"In post","2022","Home Office","40-49","Wales","200","190","29940","25770"
"In post","2022","Home Office","40-49","West Midlands (England)","280","260","30160","26160"
"In post","2022","Home Office","40-49","Yorkshire and The Humber","930","860","31230","26160"
"In post","2022","Home Office","50-59","East Midlands (England)","90","80","30480","27370"
"In post","2022","Home Office","50-59","East of England","670","610","29290","27370"
"In post","2022","Home Office","50-59","London","3540","3380","40500","35070"
"In post","2022","Home Office","50-59","North East (England)","360","330","26840","24890"
"In post","2022","Home Office","50-59","North West (England)","1640","1540","29720","25410"
"In post","2022","Home Office","50-59","Northern Ireland","140","140","29160","25580"
"In post","2022","Home Office","50-59","Overseas","90","90","[c]","[c]"
"In post","2022","Home Office","50-59","Scotland","340","310","29180","26410"
"In post","2022","Home Office","50-59","South East (England)","1340","1240","29730","27370"
"In post","2022","Home Office","50-59","South West (England)","180","170","30220","27370"
"In post","2022","Home Office","50-59","Wales","210","190","29380","25580"
"In post","2022","Home Office","50-59","West Midlands (England)","280","260","30520","27370"
"In post","2022","Home Office","50-59","Yorkshire and The Humber","860","810","29340","25310"
"In post","2022","Home Office","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","60-64","East of England","140","110","27090","26650"
"In post","2022","Home Office","60-64","London","960","840","36350","29990"
"In post","2022","Home Office","60-64","North East (England)","110","80","24760","21680"
"In post","2022","Home Office","60-64","North West (England)","430","360","25860","21680"
"In post","2022","Home Office","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","60-64","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","60-64","Scotland","80","60","27150","25040"
"In post","2022","Home Office","60-64","South East (England)","300","210","29710","27370"
"In post","2022","Home Office","60-64","South West (England)","30","20","[c]","[c]"
"In post","2022","Home Office","60-64","Wales","40","30","[c]","[c]"
"In post","2022","Home Office","60-64","West Midlands (England)","70","50","29010","26160"
"In post","2022","Home Office","60-64","Yorkshire and The Humber","190","150","26110","24880"
"In post","2022","Home Office","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","65+","East of England","50","30","27360","27370"
"In post","2022","Home Office","65+","London","380","300","32060","29080"
"In post","2022","Home Office","65+","North East (England)","40","30","[c]","[c]"
"In post","2022","Home Office","65+","North West (England)","140","110","23900","21680"
"In post","2022","Home Office","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","65+","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","65+","South East (England)","90","60","30650","29480"
"In post","2022","Home Office","65+","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","65+","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","65+","Yorkshire and The Humber","50","40","24060","21680"
"In post","2022","Institute for Apprenticeships and Technical Education","20-29","London","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","20-29","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","20-29","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","20-29","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","30-39","London","40","40","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","30-39","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","30-39","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","30-39","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","30-39","West Midlands (England)","50","50","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","40-49","London","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","40-49","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","40-49","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","40-49","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","40-49","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","50-59","London","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","50-59","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","50-59","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","60-64","London","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","60-64","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","65+","London","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","16-19","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","20-29","London","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","20-29","Wales","320","320","29130","27380"
"In post","2022","Intellectual Property Office","30-39","London","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","30-39","Wales","430","410","36160","30850"
"In post","2022","Intellectual Property Office","40-49","London","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","40-49","Wales","450","430","43170","41020"
"In post","2022","Intellectual Property Office","50-59","London","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","50-59","Wales","350","330","42060","40310"
"In post","2022","Intellectual Property Office","60-64","London","[c]","[c]","[c]","[c]"
