"Status","Year","Responsibility_level","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","EO","Unknown","Bristol, City of","180","170","26510","26820"
"In post","2022","EO","Unknown","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Buckinghamshire","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Calderdale and Kirklees","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Cambridgeshire CC","80","80","28140","26350"
"In post","2022","EO","Unknown","Camden and City of London","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Cardiff and Vale of Glamorgan","570","550","26720","26820"
"In post","2022","EO","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Central Hampshire","100","90","29660","26850"
"In post","2022","EO","Unknown","Central Valleys","60","60","27810","27570"
"In post","2022","EO","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Chorley and West Lancashire","40","40","[c]","[c]"
"In post","2022","EO","Unknown","City of Edinburgh","1020","970","30160","30040"
"In post","2022","EO","Unknown","Clackmannanshire and Fife","210","190","33260","35000"
"In post","2022","EO","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Coventry","120","110","27080","25000"
"In post","2022","EO","Unknown","Croydon","510","490","29980","29610"
"In post","2022","EO","Unknown","Darlington","60","60","25510","25000"
"In post","2022","EO","Unknown","Derby","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Devon CC","80","70","28560","27570"
"In post","2022","EO","Unknown","Dorset","80","70","26600","27130"
"In post","2022","EO","Unknown","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Dumfries and Galloway","80","70","33120","35000"
"In post","2022","EO","Unknown","Durham","120","120","26760","27130"
"In post","2022","EO","Unknown","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Ayrshire and North Ayrshire mainland","70","60","24710","27230"
"In post","2022","EO","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","200","200","33320","35000"
"In post","2022","EO","Unknown","East Kent","300","280","27410","24880"
"In post","2022","EO","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Riding of Yorkshire","60","60","26970","26680"
"In post","2022","EO","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Falkirk","260","240","33640","35000"
"In post","2022","EO","Unknown","Flintshire and Wrexham","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Glasgow City","940","900","29480","27860"
"In post","2022","EO","Unknown","Gloucestershire CC","70","70","27810","27130"
"In post","2022","EO","Unknown","Greater Manchester North East","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Greater Manchester North West","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Greater Manchester South West","540","520","26310","26820"
"In post","2022","EO","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Hackney and Newham","430","400","31420","31020"
"In post","2022","EO","Unknown","Haringey and Islington","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Harrow and Hillingdon","210","190","28850","28650"
"In post","2022","EO","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Heart of Essex","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Hertfordshire CC","100","90","30370","29290"
"In post","2022","EO","Unknown","Hounslow and Richmond upon Thames","160","150","29080","28650"
"In post","2022","EO","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","150","140","32620","34630"
"In post","2022","EO","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","90","90","31150","30450"
"In post","2022","EO","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Kingston upon Hull, City of","60","50","26520","26930"
"In post","2022","EO","Unknown","Lambeth","460","450","35150","36200"
"In post","2022","EO","Unknown","Lancaster and Wyre","50","50","27010","26930"
"In post","2022","EO","Unknown","Leeds","790","760","26280","26590"
"In post","2022","EO","Unknown","Leicester","60","50","27230","27130"
"In post","2022","EO","Unknown","Leicestershire CC and Rutland","50","50","28060","27370"
"In post","2022","EO","Unknown","Lewisham and Southwark","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Lincolnshire CC","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Lisburn and Castlereagh","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Liverpool","540","520","26100","26590"
"In post","2022","EO","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Luton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Manchester","460","440","26500","26590"
"In post","2022","EO","Unknown","Medway","50","50","34890","36200"
"In post","2022","EO","Unknown","Merton, Kingston upon Thames and Sutton","70","70","35380","37110"
"In post","2022","EO","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Mid Lancashire","170","160","27090","27130"
"In post","2022","EO","Unknown","Milton Keynes","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Monmouthshire and Newport","350","330","24920","24030"
"In post","2022","EO","Unknown","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North Hampshire","30","30","[c]","[c]"
"In post","2022","EO","Unknown","North Lanarkshire","260","250","31950","35000"
"In post","2022","EO","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North Yorkshire CC","60","60","28130","27570"
"In post","2022","EO","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Norwich and East Norfolk","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Nottingham","500","480","26760","26820"
"In post","2022","EO","Unknown","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Overseas","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Oxfordshire CC","60","50","27550","26670"
"In post","2022","EO","Unknown","Perth and Kinross, and Stirling","320","300","33100","35000"
"In post","2022","EO","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Plymouth","130","120","28380","27130"
"In post","2022","EO","Unknown","Portsmouth","140","130","27220","26670"
"In post","2022","EO","Unknown","Powys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Redbridge and Waltham Forest","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Scottish Borders","50","40","[c]","[c]"
"In post","2022","EO","Unknown","Sefton","320","310","25960","26030"
"In post","2022","EO","Unknown","Sheffield","300","290","26540","25000"
"In post","2022","EO","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Shropshire","40","30","[c]","[c]"
"In post","2022","EO","Unknown","Solihull","100","90","25760","24880"
"In post","2022","EO","Unknown","Somerset CC","100","90","27060","26740"
"In post","2022","EO","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","South Hampshire","180","180","25970","24250"
"In post","2022","EO","Unknown","South Lanarkshire","260","230","26900","26820"
"In post","2022","EO","Unknown","South Nottinghamshire","40","30","[c]","[c]"
"In post","2022","EO","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Southampton","50","50","26400","26130"
"In post","2022","EO","Unknown","Southend-on-Sea","50","50","27270","26820"
"In post","2022","EO","Unknown","Staffordshire CC","90","80","28180","26670"
"In post","2022","EO","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Suffolk CC","150","140","27040","26710"
"In post","2022","EO","Unknown","Sunderland","200","190","28080","27060"
"In post","2022","EO","Unknown","Swansea","140","140","26630","26470"
"In post","2022","EO","Unknown","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Telford and Wrekin","60","60","26610","26820"
"In post","2022","EO","Unknown","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Tower Hamlets","180","170","28530","27990"
"In post","2022","EO","Unknown","Tyneside","850","810","26430","26820"
"In post","2022","EO","Unknown","Unknown","60","60","27460","27500"
"In post","2022","EO","Unknown","Wakefield","80","80","32230","32770"
"In post","2022","EO","Unknown","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Warrington","470","460","32180","32510"
"In post","2022","EO","Unknown","Warwickshire CC","40","40","[c]","[c]"
"In post","2022","EO","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","West Essex","30","20","[c]","[c]"
"In post","2022","EO","Unknown","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","West Surrey","50","50","28200","27960"
"In post","2022","EO","Unknown","West Sussex (North East)","160","140","28960","25770"
"In post","2022","EO","Unknown","West Sussex (South West)","50","40","[c]","[c]"
"In post","2022","EO","Unknown","Westminster","1350","1330","28540","28230"
"In post","2022","EO","Unknown","Wiltshire","100","100","27340","26670"
"In post","2022","EO","Unknown","Wirral","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","York","70","70","26040","26350"
"In post","2022","G6/G7","Declared disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","180","170","56380","54640"
"In post","2022","G6/G7","Declared disabled","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Birmingham","120","110","56720","55210"
"In post","2022","G6/G7","Declared disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Blackpool","60","60","54310","49170"
"In post","2022","G6/G7","Declared disabled","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Brent","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Bristol, City of","100","100","55090","55210"
"In post","2022","G6/G7","Declared disabled","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Cardiff and Vale of Glamorgan","120","110","59190","58040"
"In post","2022","G6/G7","Declared disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
