"Status","Year","Region_ITL1","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Yorkshire and The Humber","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Attorney General's Departments","670","610","41570","38180"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Cabinet Office","450","430","37670","33300"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Department for Business, Energy and Industrial Strategy","110","100","36300","36240"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Department for Education","1040","980","43200","37100"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Department for Environment, Food and Rural Affairs","960","920","34800","30440"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Department for Levelling Up, Housing and Communities","110","110","46620","40540"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Department for Transport","460","430","32210","27810"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Department for Work and Pensions","7450","6670","30680","27570"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Department of Health and Social Care","650","610","43320","38650"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Food Standards Agency","180","180","36880","31110"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","HM Land Registry","240","210","30500","27130"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","HM Revenue and Customs","3230","3000","33730","33080"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","HM Treasury","50","50","45810","42020"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Home Office","2660","2460","28710","25220"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Ministry of Defence","1360","1310","28660","26670"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Ministry of Justice","6220","5770","29690","27120"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","National Crime Agency","90","90","39530","37800"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","90","90","63860","70500"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Cabinet Office","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Department for Education","80","80","40910","36870"
"In post","2022","Yorkshire and The Humber","Undeclared","Department for Environment, Food and Rural Affairs","50","50","36770","36520"
"In post","2022","Yorkshire and The Humber","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Department for Transport","40","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Department for Work and Pensions","450","410","30560","27570"
"In post","2022","Yorkshire and The Humber","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Food Standards Agency","60","60","34700","34900"
"In post","2022","Yorkshire and The Humber","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","HM Revenue and Customs","220","210","33650","33080"
"In post","2022","Yorkshire and The Humber","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Undeclared","Home Office","160","150","29710","27370"
"In post","2022","Yorkshire and The Humber","Undeclared","Ministry of Defence","190","180","29240","26670"
"In post","2022","Yorkshire and The Humber","Undeclared","Ministry of Justice","910","830","31370","31650"
"In post","2022","Yorkshire and The Humber","Unknown","Attorney General's Departments","160","160","38580","38000"
"In post","2022","Yorkshire and The Humber","Unknown","Cabinet Office","330","320","42920","33300"
"In post","2022","Yorkshire and The Humber","Unknown","Department for Business, Energy and Industrial Strategy","70","70","27860","24250"
"In post","2022","Yorkshire and The Humber","Unknown","Department for Education","390","380","35350","32300"
"In post","2022","Yorkshire and The Humber","Unknown","Department for Environment, Food and Rural Affairs","110","100","34730","30700"
"In post","2022","Yorkshire and The Humber","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Department for Transport","140","140","27670","26350"
"In post","2022","Yorkshire and The Humber","Unknown","Department for Work and Pensions","380","370","30550","27570"
"In post","2022","Yorkshire and The Humber","Unknown","Department of Health and Social Care","920","890","43000","36820"
"In post","2022","Yorkshire and The Humber","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","HM Land Registry","60","60","24990","22600"
"In post","2022","Yorkshire and The Humber","Unknown","HM Revenue and Customs","1680","1590","28340","26590"
"In post","2022","Yorkshire and The Humber","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Home Office","680","660","28820","24880"
"In post","2022","Yorkshire and The Humber","Unknown","Ministry of Defence","310","300","28770","26670"
"In post","2022","Yorkshire and The Humber","Unknown","Ministry of Justice","1100","1050","26570","24730"
"In post","2022","Yorkshire and The Humber","Unknown","National Crime Agency","170","160","37460","36410"
"In post","2022","Yorkshire and The Humber","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Ministry of Justice","70","70","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Department for Work and Pensions","170","140","25300","21010"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","HM Revenue and Customs","220","180","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
