"Status","Year","Sexual_orientation","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","20-29","90","90","38840","38160"
"In post","2021","LGBO","Department for International Trade","30-39","50","50","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport (excl. agencies)","20-29","80","80","37630","34710"
"In post","2021","LGBO","Department for Transport (excl. agencies)","30-39","60","60","48470","47980"
"In post","2021","LGBO","Department for Transport (excl. agencies)","40-49","60","50","56260","54650"
"In post","2021","LGBO","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Work and Pensions (excl. agencies)","20-29","960","950","26140","27570"
"In post","2021","LGBO","Department for Work and Pensions (excl. agencies)","30-39","810","780","28200","27570"
"In post","2021","LGBO","Department for Work and Pensions (excl. agencies)","40-49","780","750","29030","27570"
"In post","2021","LGBO","Department for Work and Pensions (excl. agencies)","50-59","810","770","28660","27570"
"In post","2021","LGBO","Department for Work and Pensions (excl. agencies)","60-64","200","160","27660","27570"
"In post","2021","LGBO","Department for Work and Pensions (excl. agencies)","65+","60","50","25530","25850"
"In post","2021","LGBO","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care (excl. agencies)","20-29","70","70","38660","32790"
"In post","2021","LGBO","Department of Health and Social Care (excl. agencies)","30-39","40","40","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care (excl. agencies)","40-49","30","30","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Disclosure Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Disclosure Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Disclosure Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Disclosure Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Disclosure Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Disclosure Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Disclosure Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Licensing Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Licensing Agency","20-29","40","40","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Licensing Agency","30-39","60","60","24030","21590"
"In post","2021","LGBO","Driver and Vehicle Licensing Agency","40-49","40","30","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Standards Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Standards Agency","30-39","30","30","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Standards Agency","50-59","50","50","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education and Skills Funding Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education and Skills Funding Agency","30-39","30","30","[c]","[c]"
"In post","2021","LGBO","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education and Skills Funding Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Education Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","FCDO Services","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","FCDO Services","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","FCDO Services","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","FCDO Services","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","FCDO Services","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","90","90","36820","34860"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","150","150","48010","51020"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","90","90","55890","58420"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","40","40","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Forestry and Land Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Forestry and Land Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Forestry and Land Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Forestry and Land Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Forestry and Land Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Forestry and Land Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Forestry and Land Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Actuary's Department","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Actuary's Department","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Actuary's Department","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Actuary's Department","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Actuary's Department","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Actuary's Department","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Internal Audit Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Internal Audit Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Internal Audit Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Legal Department","20-29","40","40","[c]","[c]"
"In post","2021","LGBO","Government Legal Department","30-39","50","50","[c]","[c]"
"In post","2021","LGBO","Government Legal Department","40-49","30","30","[c]","[c]"
"In post","2021","LGBO","Government Legal Department","50-59","30","30","[c]","[c]"
"In post","2021","LGBO","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Legal Department","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Property Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Property Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Property Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Government Property Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Health and Safety Executive","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Courts and Tribunals Service","20-29","130","130","21860","19930"
"In post","2021","LGBO","HM Courts and Tribunals Service","30-39","120","120","24660","20650"
"In post","2021","LGBO","HM Courts and Tribunals Service","40-49","110","110","25240","21170"
"In post","2021","LGBO","HM Courts and Tribunals Service","50-59","130","130","27560","22080"
"In post","2021","LGBO","HM Courts and Tribunals Service","60-64","30","30","[c]","[c]"
"In post","2021","LGBO","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","20-29","50","50","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","50-59","40","40","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Prison and Probation Service","20-29","720","720","26220","25340"
"In post","2021","LGBO","HM Prison and Probation Service","30-39","820","810","29090","27700"
"In post","2021","LGBO","HM Prison and Probation Service","40-49","520","510","33650","31650"
"In post","2021","LGBO","HM Prison and Probation Service","50-59","440","420","33330","31650"
"In post","2021","LGBO","HM Prison and Probation Service","60-64","70","60","31360","31180"
"In post","2021","LGBO","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Revenue and Customs (excl. agencies)","20-29","510","500","27460","25560"
"In post","2021","LGBO","HM Revenue and Customs (excl. agencies)","30-39","580","560","32920","31810"
"In post","2021","LGBO","HM Revenue and Customs (excl. agencies)","40-49","450","430","35150","31810"
"In post","2021","LGBO","HM Revenue and Customs (excl. agencies)","50-59","450","430","34710","31810"
"In post","2021","LGBO","HM Revenue and Customs (excl. agencies)","60-64","90","70","29960","26660"
"In post","2021","LGBO","HM Revenue and Customs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury (excl. agencies)","20-29","80","80","40170","33210"
"In post","2021","LGBO","HM Treasury (excl. agencies)","30-39","50","50","54630","56840"
