"Status","Year","Sex","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","50-59","Highlands and Islands","350","340","32250","30040"
"In post","2022","Male","50-59","Inner London - East","2320","2280","46670","40910"
"In post","2022","Male","50-59","Inner London - West","5720","5660","53760","51710"
"In post","2022","Male","50-59","Kent","1420","1370","32710","30890"
"In post","2022","Male","50-59","Lancashire","2000","1920","32810","27570"
"In post","2022","Male","50-59","Leicestershire, Rutland and Northamptonshire","780","760","32070","28310"
"In post","2022","Male","50-59","Lincolnshire","560","540","32020","30750"
"In post","2022","Male","50-59","Merseyside","2210","2140","33280","27570"
"In post","2022","Male","50-59","North Eastern Scotland","350","340","43840","36130"
"In post","2022","Male","50-59","North Yorkshire","770","760","33750","30810"
"In post","2022","Male","50-59","Northern Ireland","690","680","29530","25630"
"In post","2022","Male","50-59","Northumberland, and Tyne and Wear","2520","2410","33340","27570"
"In post","2022","Male","50-59","Outer London - East and North East","470","470","33680","31880"
"In post","2022","Male","50-59","Outer London - South","1600","1580","42740","37930"
"In post","2022","Male","50-59","Outer London - West and North West","1250","1210","35930","31520"
"In post","2022","Male","50-59","Overseas","640","640","52590","52490"
"In post","2022","Male","50-59","Shropshire and Staffordshire","1380","1340","34300","31650"
"In post","2022","Male","50-59","South Yorkshire","1230","1190","35930","31990"
"In post","2022","Male","50-59","Southern Scotland","750","720","33180","27570"
"In post","2022","Male","50-59","Surrey, East and West Sussex","1270","1220","34140","30720"
"In post","2022","Male","50-59","Tees Valley and Durham","1270","1220","32280","31650"
"In post","2022","Male","50-59","Unknown","640","630","41760","36970"
"In post","2022","Male","50-59","West Central Scotland","2750","2660","34810","32170"
"In post","2022","Male","50-59","West Midlands","2060","2000","35150","29360"
"In post","2022","Male","50-59","West Wales and The Valleys","1770","1710","34300","27570"
"In post","2022","Male","50-59","West Yorkshire","2110","2040","37250","33170"
"In post","2022","Male","60-64","Bedfordshire and Hertfordshire","190","170","34710","30940"
"In post","2022","Male","60-64","Berkshire, Buckinghamshire and Oxfordshire","460","420","35070","32080"
"In post","2022","Male","60-64","Cheshire","170","140","33540","31650"
"In post","2022","Male","60-64","Cornwall and Isles of Scilly","130","120","28300","26670"
"In post","2022","Male","60-64","Cumbria","100","90","32230","27380"
"In post","2022","Male","60-64","Derbyshire and Nottinghamshire","450","380","33640","27930"
"In post","2022","Male","60-64","Devon","440","390","32230","28080"
"In post","2022","Male","60-64","Dorset and Somerset","350","300","31350","29200"
"In post","2022","Male","60-64","East Anglia","680","590","31770","28800"
"In post","2022","Male","60-64","East Wales","670","570","35040","29670"
"In post","2022","Male","60-64","East Yorkshire and Northern Lincolnshire","270","220","30440","27570"
"In post","2022","Male","60-64","Eastern Scotland","780","650","37210","35000"
"In post","2022","Male","60-64","Essex","220","180","31700","29290"
"In post","2022","Male","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","1310","1170","41530","39480"
"In post","2022","Male","60-64","Greater Manchester","620","520","31850","27570"
"In post","2022","Male","60-64","Hampshire and Isle of Wight","970","860","34220","31650"
"In post","2022","Male","60-64","Herefordshire, Worcestershire and Warwickshire","170","150","30030","27170"
"In post","2022","Male","60-64","Highlands and Islands","140","120","29180","27360"
"In post","2022","Male","60-64","Inner London - East","680","610","43910","38870"
"In post","2022","Male","60-64","Inner London - West","1320","1240","50670","44520"
"In post","2022","Male","60-64","Kent","390","310","31820","29010"
"In post","2022","Male","60-64","Lancashire","550","450","31600","27570"
"In post","2022","Male","60-64","Leicestershire, Rutland and Northamptonshire","230","200","29320","27570"
"In post","2022","Male","60-64","Lincolnshire","210","190","29480","27570"
"In post","2022","Male","60-64","Merseyside","670","560","30190","27380"
"In post","2022","Male","60-64","North Eastern Scotland","80","70","41710","36130"
"In post","2022","Male","60-64","North Yorkshire","270","250","30020","26880"
"In post","2022","Male","60-64","Northern Ireland","160","140","29260","25630"
"In post","2022","Male","60-64","Northumberland, and Tyne and Wear","770","630","29720","26820"
"In post","2022","Male","60-64","Outer London - East and North East","140","120","33130","31060"
"In post","2022","Male","60-64","Outer London - South","430","390","40510","37290"
"In post","2022","Male","60-64","Outer London - West and North West","410","350","34500","30830"
"In post","2022","Male","60-64","Overseas","130","130","54110","52350"
"In post","2022","Male","60-64","Shropshire and Staffordshire","470","410","32240","28200"
"In post","2022","Male","60-64","South Yorkshire","290","230","31140","27750"
"In post","2022","Male","60-64","Southern Scotland","270","220","30390","27570"
"In post","2022","Male","60-64","Surrey, East and West Sussex","420","350","32360","28920"
"In post","2022","Male","60-64","Tees Valley and Durham","390","290","29860","28200"
"In post","2022","Male","60-64","Unknown","160","160","39480","36080"
"In post","2022","Male","60-64","West Central Scotland","770","630","32460","27570"
"In post","2022","Male","60-64","West Midlands","580","510","32600","27570"
"In post","2022","Male","60-64","West Wales and The Valleys","550","450","33660","27570"
"In post","2022","Male","60-64","West Yorkshire","510","410","33010","28920"
"In post","2022","Male","65+","Bedfordshire and Hertfordshire","70","60","36450","31020"
"In post","2022","Male","65+","Berkshire, Buckinghamshire and Oxfordshire","190","160","36300","33300"
"In post","2022","Male","65+","Cheshire","40","30","[c]","[c]"
"In post","2022","Male","65+","Cornwall and Isles of Scilly","40","30","[c]","[c]"
"In post","2022","Male","65+","Cumbria","30","20","[c]","[c]"
"In post","2022","Male","65+","Derbyshire and Nottinghamshire","130","100","33370","28920"
"In post","2022","Male","65+","Devon","190","150","30730","26820"
"In post","2022","Male","65+","Dorset and Somerset","140","120","29150","27570"
"In post","2022","Male","65+","East Anglia","240","190","31330","27570"
"In post","2022","Male","65+","East Wales","250","190","36540","29430"
"In post","2022","Male","65+","East Yorkshire and Northern Lincolnshire","60","50","29480","27570"
"In post","2022","Male","65+","Eastern Scotland","270","220","34570","30040"
"In post","2022","Male","65+","Essex","90","60","30790","29290"
"In post","2022","Male","65+","Gloucestershire, Wiltshire and Bath/Bristol area","460","370","37370","33720"
"In post","2022","Male","65+","Greater Manchester","180","140","32220","28000"
"In post","2022","Male","65+","Hampshire and Isle of Wight","460","360","31510","27570"
"In post","2022","Male","65+","Herefordshire, Worcestershire and Warwickshire","80","60","27350","26670"
"In post","2022","Male","65+","Highlands and Islands","30","30","[c]","[c]"
"In post","2022","Male","65+","Inner London - East","300","240","41460","35900"
"In post","2022","Male","65+","Inner London - West","470","420","47080","41010"
"In post","2022","Male","65+","Kent","130","100","29880","27370"
"In post","2022","Male","65+","Lancashire","160","120","29230","26760"
"In post","2022","Male","65+","Leicestershire, Rutland and Northamptonshire","60","50","25750","25560"
"In post","2022","Male","65+","Lincolnshire","70","60","29470","27570"
"In post","2022","Male","65+","Merseyside","230","170","29240","26780"
"In post","2022","Male","65+","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","65+","North Yorkshire","90","70","29120","25460"
"In post","2022","Male","65+","Northern Ireland","70","60","26730","21680"
"In post","2022","Male","65+","Northumberland, and Tyne and Wear","200","150","27330","22080"
"In post","2022","Male","65+","Outer London - East and North East","60","50","32940","30780"
"In post","2022","Male","65+","Outer London - South","180","150","35520","31060"
"In post","2022","Male","65+","Outer London - West and North West","230","180","33550","30500"
"In post","2022","Male","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","65+","Shropshire and Staffordshire","160","130","32520","27570"
"In post","2022","Male","65+","South Yorkshire","100","80","29750","27380"
"In post","2022","Male","65+","Southern Scotland","80","60","28230","26780"
"In post","2022","Male","65+","Surrey, East and West Sussex","200","150","30490","27570"
"In post","2022","Male","65+","Tees Valley and Durham","110","80","26570","22870"
"In post","2022","Male","65+","Unknown","40","30","[c]","[c]"
"In post","2022","Male","65+","West Central Scotland","220","160","31150","27230"
"In post","2022","Male","65+","West Midlands","190","140","30290","27570"
"In post","2022","Male","65+","West Wales and The Valleys","180","140","30990","26750"
"In post","2022","Male","65+","West Yorkshire","140","110","32810","27570"
"In post","2022","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
