"Status","Year","Parent_department","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","HM Treasury","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","White","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","White","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","White","HM Treasury (excl. agencies)","60","50","[c]","[c]"
"Leaver CS","2021","HM Treasury","White","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Asian","Home Office (incl. agencies)","120","100","28090","27760"
"Leaver CS","2021","Home Office","Black","Home Office (incl. agencies)","60","50","[c]","[c]"
"Leaver CS","2021","Home Office","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Mixed","Home Office (incl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Home Office","Other ethnicity","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","Home Office (incl. agencies)","90","70","32410","29080"
"Leaver CS","2021","Home Office","Unknown","Home Office (incl. agencies)","140","130","27060","24880"
"Leaver CS","2021","Home Office","White","Home Office (incl. agencies)","880","750","30850","25310"
"Leaver CS","2021","Ministry of Defence","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Asian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Ministry of Defence (excl. agencies)","130","120","34650","33300"
"Leaver CS","2021","Ministry of Defence","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Defence Equipment and Support","60","60","28780","26500"
"Leaver CS","2021","Ministry of Defence","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Ministry of Defence (excl. agencies)","280","270","30570","27600"
"Leaver CS","2021","Ministry of Defence","Unknown","Royal Fleet Auxiliary","150","150","35020","32400"
"Leaver CS","2021","Ministry of Defence","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","White","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","White","Defence Equipment and Support","370","350","35730","32560"
"Leaver CS","2021","Ministry of Defence","White","Defence Science and Technology Laboratory","170","160","31870","28650"
"Leaver CS","2021","Ministry of Defence","White","Ministry of Defence (excl. agencies)","1800","1680","31020","27720"
"Leaver CS","2021","Ministry of Defence","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","White","Submarine Delivery Agency","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","White","UK Hydrographic Office","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","White","Ministry of Housing, Communities and Local Government (excl. agencies)","60","60","46910","45210"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","White","Planning Inspectorate","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Asian","HM Courts and Tribunals Service","70","60","24670","22450"
"Leaver CS","2021","Ministry of Justice","Asian","HM Prison and Probation Service","70","70","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Black","HM Courts and Tribunals Service","60","50","26220","22680"
"Leaver CS","2021","Ministry of Justice","Black","HM Prison and Probation Service","100","90","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Mixed","HM Prison and Probation Service","70","70","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Undeclared","HM Courts and Tribunals Service","50","40","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Undeclared","HM Prison and Probation Service","60","60","[c]","[c]"
