"Status","Year","Profession_of_post","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","G6/G7","30","30","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","SEO/HEO","50","50","37210","36960"
"In post","2021","Communications","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","40","40","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","70","70","41820","41620"
"In post","2021","Communications","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","G6/G7","70","70","57120","53110"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","SEO/HEO","120","120","37410","38630"
"In post","2021","Communications","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","G6/G7","60","60","60230","57570"
"In post","2021","Communications","Home Office (incl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","SEO/HEO","100","100","41220","41900"
"In post","2021","Communications","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Communications","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","AA/AO","100","90","21360","21030"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","EO","160","150","27690","26670"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","G6/G7","40","40","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","SEO/HEO","230","230","38560","39950"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","G6/G7","30","30","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","SEO/HEO","60","60","38340","36800"
"In post","2021","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Communications","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
