"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","East Anglia","290","280","32830","33300"
"In post","2021","Heterosexual / straight","Intelligence Analysis","East Wales","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","50","50","28500","27370"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Greater Manchester","180","170","28040","25470"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Hampshire and Isle of Wight","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Inner London - East","70","70","41470","36160"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Inner London - West","420","410","45560","43860"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Kent","220","200","28430","27370"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Lincolnshire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Merseyside","80","70","28480","27370"
"In post","2021","Heterosexual / straight","Intelligence Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Outer London - South","120","110","35400","30770"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Outer London - West and North West","340","320","32650","30150"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Overseas","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","South Yorkshire","80","70","28260","26160"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","West Central Scotland","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","West Midlands","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Intelligence Analysis","West Yorkshire","80","80","39430","33440"
"In post","2021","Heterosexual / straight","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","43330","41300"
"In post","2021","Heterosexual / straight","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Inner London - West","140","130","54270","52920"
"In post","2021","Heterosexual / straight","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Berkshire, Buckinghamshire and Oxfordshire","50","50","44200","38540"
"In post","2021","Heterosexual / straight","International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Inner London - West","570","560","48920","51710"
"In post","2021","Heterosexual / straight","International Trade","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Overseas","90","90","57150","55650"
"In post","2021","Heterosexual / straight","International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","60","60","35100","33300"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","East Anglia","90","90","36600","33300"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","East Wales","80","80","35560","32540"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","340","330","36480","33300"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Greater Manchester","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Hampshire and Isle of Wight","110","110","30620","28930"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Knowledge and Information Management","Inner London - East","120","110","45910","42560"
