"Status","Year","Profession_of_post","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","AA/AO","Ministry of Defence","490","480","28840","25540"
"Leaver CS","2022","Security","AA/AO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Ministry of Defence","60","60","37190","43920"
"Leaver CS","2022","Security","EO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","AA/AO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","EO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","G6/G7","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","SEO/HEO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","SEO/HEO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","EO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","EO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","EO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SCS","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SCS","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","AA/AO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","EO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","G6/G7","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Cabinet Office","80","80","20560","20800"
"Leaver CS","2022","Unknown","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Department for Work and Pensions","620","580","21470","21260"
"Leaver CS","2022","Unknown","AA/AO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","HM Revenue and Customs","2570","2150","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Ministry of Justice","170","140","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Scottish Government","240","220","24350","23230"
"Leaver CS","2022","Unknown","AA/AO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Cabinet Office","70","70","27050","27500"
"Leaver CS","2022","Unknown","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Department for Work and Pensions","560","520","27820","27570"
"Leaver CS","2022","Unknown","EO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","HM Revenue and Customs","850","720","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Ministry of Justice","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Scottish Government","150","140","29440","28990"
"Leaver CS","2022","Unknown","G6/G7","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Cabinet Office","270","260","63360","60640"
"Leaver CS","2022","Unknown","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Department for Transport","70","70","61450","59120"
"Leaver CS","2022","Unknown","G6/G7","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","HM Revenue and Customs","290","260","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Scottish Government","120","110","66510","63720"
"Leaver CS","2022","Unknown","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Cabinet Office","80","70","105370","95390"
"Leaver CS","2022","Unknown","SCS","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Cabinet Office","220","210","35210","34550"
"Leaver CS","2022","Unknown","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Department for Transport","100","100","38710","35860"
"Leaver CS","2022","Unknown","SEO/HEO","Department for Work and Pensions","70","70","36180","35380"
"Leaver CS","2022","Unknown","SEO/HEO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Foreign, Commonwealth and Development Office","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","HM Revenue and Customs","770","660","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Ministry of Justice","110","100","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Scottish Government","260","230","40080","39660"
"Leaver CS","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department of Health and Social Care","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Justice","330","280","[c]","[c]"
"Leaver CS","2022","Veterinarian","AA/AO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","EO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SCS","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SCS","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
