"Status","Year","Responsibility_level","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Home Office","410","400","21840","21430"
"New entrant CS","2021","AA/AO","Unknown","Ministry of Defence","320","310","23930","20920"
"New entrant CS","2021","AA/AO","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Ministry of Justice","2490","2420","22140","21300"
"New entrant CS","2021","AA/AO","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Scottish Government","440","420","21240","20810"
"New entrant CS","2021","AA/AO","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","United Kingdom Statistics Authority","60","60","19690","19130"
"New entrant CS","2021","AA/AO","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Attorney General's Departments","130","130","27150","26950"
"New entrant CS","2021","EO","Heterosexual / straight","Cabinet Office","150","150","26890","27500"
"New entrant CS","2021","EO","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","120","120","26820","27680"
"New entrant CS","2021","EO","Heterosexual / straight","Department for Digital, Culture, Media and Sport","60","50","26820","26180"
"New entrant CS","2021","EO","Heterosexual / straight","Department for Education","130","130","26100","25000"
"New entrant CS","2021","EO","Heterosexual / straight","Department for Environment, Food and Rural Affairs","230","220","25730","24920"
"New entrant CS","2021","EO","Heterosexual / straight","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Department for Transport","160","160","26980","26130"
"New entrant CS","2021","EO","Heterosexual / straight","Department for Work and Pensions","8370","8170","28580","27570"
"New entrant CS","2021","EO","Heterosexual / straight","Department of Health and Social Care","330","310","25550","26880"
"New entrant CS","2021","EO","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","HM Revenue and Customs","380","380","25710","25560"
"New entrant CS","2021","EO","Heterosexual / straight","HM Treasury","60","60","25260","24300"
"New entrant CS","2021","EO","Heterosexual / straight","Home Office","230","230","26350","24880"
"New entrant CS","2021","EO","Heterosexual / straight","Ministry of Defence","680","660","25900","26350"
"New entrant CS","2021","EO","Heterosexual / straight","Ministry of Housing, Communities and Local Government","60","60","26720","27850"
"New entrant CS","2021","EO","Heterosexual / straight","Ministry of Justice","260","260","24650","24620"
"New entrant CS","2021","EO","Heterosexual / straight","National Crime Agency","520","510","31030","32260"
"New entrant CS","2021","EO","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Office of Gas and Electricity Markets","90","90","24970","25000"
"New entrant CS","2021","EO","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Scottish Government","150","150","26250","26160"
"New entrant CS","2021","EO","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","United Kingdom Statistics Authority","100","100","23640","23050"
"New entrant CS","2021","EO","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Department for Work and Pensions","910","900","28380","27570"
"New entrant CS","2021","EO","LGBO","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","EO","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Ministry of Defence","50","50","26520","26350"
"New entrant CS","2021","EO","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","EO","LGBO","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Department for Work and Pensions","500","480","28640","27570"
"New entrant CS","2021","EO","Undeclared","Department of Health and Social Care","60","50","25530","26410"
"New entrant CS","2021","EO","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","National Crime Agency","50","50","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Cabinet Office","60","60","26510","27500"
"New entrant CS","2021","EO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Department for Business, Energy and Industrial Strategy","240","240","25010","24250"
"New entrant CS","2021","EO","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Department for Education","90","90","25900","25000"
"New entrant CS","2021","EO","Unknown","Department for Environment, Food and Rural Affairs","90","90","22800","24430"
"New entrant CS","2021","EO","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Department for Transport","110","110","26770","26130"
"New entrant CS","2021","EO","Unknown","Department for Work and Pensions","1190","1160","28660","27570"
"New entrant CS","2021","EO","Unknown","Department of Health and Social Care","170","170","26470","27270"
"New entrant CS","2021","EO","Unknown","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2021","EO","Unknown","HM Revenue and Customs","680","670","25660","25560"
"New entrant CS","2021","EO","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Home Office","600","580","26770","24880"
"New entrant CS","2021","EO","Unknown","Ministry of Defence","210","200","22500","22000"
"New entrant CS","2021","EO","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Ministry of Justice","200","190","24270","24440"
"New entrant CS","2021","EO","Unknown","National Crime Agency","60","60","32250","32260"
"New entrant CS","2021","EO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Scottish Government","160","150","26840","26160"
"New entrant CS","2021","EO","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","United Kingdom Statistics Authority","50","50","23530","23050"
"New entrant CS","2021","EO","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Attorney General's Departments","260","250","52610","50520"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Cabinet Office","130","130","56780","54700"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Competition and Markets Authority","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","80","80","58990","55440"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Department for Digital, Culture, Media and Sport","50","50","55920","51730"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Department for Education","90","80","53880","53420"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Department for Environment, Food and Rural Affairs","140","140","53360","52290"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Department for Transport","80","80","58630","54650"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Department for Work and Pensions","120","120","57070","55860"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Department of Health and Social Care","250","230","56010","53100"
"New entrant CS","2021","G6/G7","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Home Office","70","70","60340","57460"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Ministry of Defence","180","170","60490","56170"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Ministry of Housing, Communities and Local Government","60","50","53200","53130"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Ministry of Justice","110","110","56090","54970"
"New entrant CS","2021","G6/G7","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Office for Standards in Education","50","50","72710","75500"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Other Cabinet Office Agencies","40","40","[c]","[c]"
