"Status","Year","Function_of_post","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","60","60","62770","62210"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","50","50","40280","40050"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","40","40","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","EO","60","50","25540","25000"
"In post","2021","Finance","Department for Education (excl. agencies)","G6/G7","140","130","55420","53420"
"In post","2021","Finance","Department for Education (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","SEO/HEO","180","180","35810","36500"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","140","140","55280","53540"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","210","210","35250","36520"
"In post","2021","Finance","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","G6/G7","40","40","[c]","[c]"
"In post","2021","Finance","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","G6/G7","70","70","58410","54870"
"In post","2021","Finance","Department for Transport (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","SEO/HEO","50","50","39440","38850"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","EO","60","60","25180","23440"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","G6/G7","100","90","56780","53360"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","SEO/HEO","240","240","35140","32790"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","AA/AO","40","40","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","SEO/HEO","60","60","37470","38650"
"In post","2021","Finance","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","G6/G7","60","60","55390","51890"
"In post","2021","Finance","Education and Skills Funding Agency","SEO/HEO","60","60","35780","36500"
"In post","2021","Finance","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","EO","30","30","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","80","80","56660","57000"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","90","90","37490","36490"
"In post","2021","Finance","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","EO","40","40","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","G6/G7","50","50","58240","58130"
"In post","2021","Finance","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","SEO/HEO","130","130","34490","34720"
"In post","2021","Finance","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","AA/AO","920","730","20670","20140"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","EO","370","330","26560","25560"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","G6/G7","360","350","57650","57430"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","SCS","40","40","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","SEO/HEO","760","730","35440","35000"
"In post","2021","Finance","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","G6/G7","50","50","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","AA/AO","220","210","21540","21130"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","EO","430","420","27600","26670"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","G6/G7","200","200","61520","59660"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","SCS","40","40","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","SEO/HEO","700","680","39950","40000"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","50","50","59190","55940"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","EO","100","90","26300","26410"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","G6/G7","120","120","61990","60000"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","SEO/HEO","250","240","40260","40640"
