"Status","Year","Profession_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Operational Research","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Ministry of Defence","40","30","[c]","[c]"
"In post","2022","Operational Research","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Department for Transport","60","60","35930","33350"
"In post","2022","Operational Research","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Foreign, Commonwealth and Development Office","50","40","[c]","[c]"
"In post","2022","Operational Research","White","HM Revenue and Customs","100","100","46730","40520"
"In post","2022","Operational Research","White","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Home Office","60","50","51070","45390"
"In post","2022","Operational Research","White","Ministry of Defence","420","390","44540","47010"
"In post","2022","Operational Research","White","Ministry of Justice","70","70","50030","50430"
"In post","2022","Operational Research","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","White","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Attorney General's Departments","80","80","30830","27260"
"In post","2022","Other","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Chancellor's other departments","30","30","[c]","[c]"
"In post","2022","Other","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Department for Work and Pensions","740","670","26590","27570"
"In post","2022","Other","Asian","Department of Health and Social Care","60","60","40200","33080"
"In post","2022","Other","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2022","Other","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Home Office","260","250","33740","30820"
"In post","2022","Other","Asian","Ministry of Defence","310","290","25810","22590"
"In post","2022","Other","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Office of Gas and Electricity Markets","70","60","39610","33240"
"In post","2022","Other","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Attorney General's Departments","80","80","28970","27350"
"In post","2022","Other","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Department for Work and Pensions","320","310","28840","31060"
"In post","2022","Other","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other","Black","HM Land Registry","[c]","[c]","[c]","[c]"
