"Status","Year","Ethnicity","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Charity Commission","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Criminal Injuries Compensation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
