"Status","Year","Function_of_post","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Human Resources","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","40-49","Human Resources","90","80","40620","36780"
"Leaver CS","2022","Human Resources","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","50-59","Human Resources","90","90","42850","39570"
"Leaver CS","2022","Human Resources","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","50-59","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","60-64","Human Resources","80","70","39850","35990"
"Leaver CS","2022","Human Resources","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","65+","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","65+","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","20-29","Legal","60","60","40010","40000"
"Leaver CS","2022","Legal","20-29","Operational Delivery","70","70","22730","22200"
"Leaver CS","2022","Legal","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","30-39","Legal","130","130","52090","52390"
"Leaver CS","2022","Legal","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","30-39","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","40-49","Legal","110","90","62140","57520"
"Leaver CS","2022","Legal","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","50-59","Legal","100","90","59480","55610"
"Leaver CS","2022","Legal","50-59","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Legal","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","50-59","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","50-59","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","60-64","Legal","70","60","62980","62590"
"Leaver CS","2022","Legal","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","16-19","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","16-19","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","16-19","Operational Delivery","100","90","20810","21010"
"Leaver CS","2022","No function","16-19","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","16-19","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","16-19","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","International Trade","50","40","[c]","[c]"
"Leaver CS","2022","No function","20-29","Knowledge and Information Management","50","50","[c]","[c]"
"Leaver CS","2022","No function","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Operational Delivery","5010","4860","24760","22680"
"Leaver CS","2022","No function","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Other","200","190","25680","24250"
"Leaver CS","2022","No function","20-29","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Policy","500","430","34090","33210"
"Leaver CS","2022","No function","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Psychology","40","40","[c]","[c]"
"Leaver CS","2022","No function","20-29","Science and Engineering","270","260","26250","26880"
"Leaver CS","2022","No function","20-29","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","20-29","Unknown","290","290","31840","30270"
"Leaver CS","2022","No function","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Knowledge and Information Management","80","80","34880","33330"
"Leaver CS","2022","No function","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Operational Delivery","3620","3390","29120","27570"
"Leaver CS","2022","No function","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Other","140","130","31530","27830"
"Leaver CS","2022","No function","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Policy","300","250","45240","42000"
"Leaver CS","2022","No function","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Psychology","40","40","[c]","[c]"
"Leaver CS","2022","No function","30-39","Science and Engineering","190","170","38890","38070"
"Leaver CS","2022","No function","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","30-39","Unknown","240","230","48260","44030"
"Leaver CS","2022","No function","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Knowledge and Information Management","80","80","40580","37460"
"Leaver CS","2022","No function","40-49","Medicine","40","30","[c]","[c]"
"Leaver CS","2022","No function","40-49","Operational Delivery","2590","2380","30980","27570"
"Leaver CS","2022","No function","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Other","90","90","42040","31060"
"Leaver CS","2022","No function","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Policy","140","110","55850","53600"
"Leaver CS","2022","No function","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Science and Engineering","140","130","45250","40070"
"Leaver CS","2022","No function","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","40-49","Unknown","160","150","55290","54760"
"Leaver CS","2022","No function","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Inspector of Education and Training","50","40","[c]","[c]"
"Leaver CS","2022","No function","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Knowledge and Information Management","90","80","34570","29470"
"Leaver CS","2022","No function","50-59","Medicine","50","40","[c]","[c]"
"Leaver CS","2022","No function","50-59","Operational Delivery","3550","3200","30980","27570"
"Leaver CS","2022","No function","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Other","120","110","40500","31060"
"Leaver CS","2022","No function","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Policy","130","100","58520","56000"
"Leaver CS","2022","No function","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Science and Engineering","160","140","49090","45840"
"Leaver CS","2022","No function","50-59","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","50-59","Unknown","200","180","[c]","[c]"
"Leaver CS","2022","No function","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Inspector of Education and Training","30","30","[c]","[c]"
"Leaver CS","2022","No function","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Knowledge and Information Management","40","30","[c]","[c]"
"Leaver CS","2022","No function","60-64","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Operational Delivery","2300","1830","29990","27570"
"Leaver CS","2022","No function","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Other","100","80","36980","31060"
"Leaver CS","2022","No function","60-64","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Policy","90","80","49450","50710"
"Leaver CS","2022","No function","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Science and Engineering","80","70","46570","44000"
"Leaver CS","2022","No function","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","60-64","Unknown","160","140","[c]","[c]"
"Leaver CS","2022","No function","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Operational Delivery","2140","1500","26200","24250"
"Leaver CS","2022","No function","65+","Other","70","60","35110","27570"
"Leaver CS","2022","No function","65+","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Policy","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Science and Engineering","60","50","47360","43630"
"Leaver CS","2022","No function","65+","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","65+","Unknown","110","80","[c]","[c]"
"Leaver CS","2022","No function","65+","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","20-29","Other","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","20-29","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","20-29","Project Delivery","130","120","30100","28640"
"Leaver CS","2022","Project Delivery","20-29","Science and Engineering","60","60","26550","26250"
"Leaver CS","2022","Project Delivery","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","30-39","Project Delivery","120","120","40750","38600"
