"Status","Year","Region_ITL1","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","East Midlands (England)","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","240","210","24880","25480"
"Leaver CS","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Courts and Tribunals Service","Ministry of Justice","130","110","21420","18890"
"Leaver CS","2021","East Midlands (England)","HM Land Registry","HM Land Registry","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Prison and Probation Service","Ministry of Justice","420","380","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","360","320","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Ministry of Defence","170","160","28660","29930"
"Leaver CS","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Valuation Office Agency","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","270","230","26450","27570"
"Leaver CS","2021","East of England","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Courts and Tribunals Service","Ministry of Justice","90","70","22210","19930"
"Leaver CS","2021","East of England","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Prison and Probation Service","Ministry of Justice","480","450","[c]","[c]"
"Leaver CS","2021","East of England","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","370","310","[c]","[c]"
"Leaver CS","2021","East of England","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Home Office (incl. agencies)","Home Office","70","50","23980","24210"
"Leaver CS","2021","East of England","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Defence (excl. agencies)","Ministry of Defence","200","190","29660","26670"
"Leaver CS","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Public Health England","Department of Health and Social Care","140","120","34870","30650"
"Leaver CS","2021","East of England","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office (excl. agencies)","Cabinet Office","200","190","49410","43180"
"Leaver CS","2021","London","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Competition and Markets Authority","80","70","52540","46330"
"Leaver CS","2021","London","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Crown Prosecution Service","Attorney General's Departments","70","60","46420","50520"
"Leaver CS","2021","London","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
