"Status","Year","Ethnicity","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Female","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Health Security Agency","40","30","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Work and Pensions (excl. agencies)","120","120","26600","27570"
"New entrant CS","2022","Mixed","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","HM Prison and Probation Service","110","100","28430","26140"
"New entrant CS","2022","Mixed","Male","HM Revenue and Customs (excl. agencies)","70","70","28450","26590"
"New entrant CS","2022","Mixed","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
