"Status","Year","Organisation","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","Heterosexual / straight","480","450","54190","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","Undeclared","40","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","Unknown","50","50","60180","59480"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","Heterosexual / straight","1160","1060","26920","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","LGBO","50","50","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","Undeclared","60","50","27160","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","Unknown","50","50","25810","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Communications","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Crown Prosecution Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Digital, Data & Technology","Heterosexual / straight","90","90","39380","38180"
"In post","2021","Crown Prosecution Service","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Finance","Heterosexual / straight","90","80","33050","30370"
"In post","2021","Crown Prosecution Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Human Resources","Heterosexual / straight","120","120","40840","34160"
"In post","2021","Crown Prosecution Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Legal","Heterosexual / straight","4350","4050","41000","38000"
"In post","2021","Crown Prosecution Service","Legal","LGBO","240","230","40660","30120"
"In post","2021","Crown Prosecution Service","Legal","Undeclared","180","170","41290","39880"
"In post","2021","Crown Prosecution Service","Legal","Unknown","1480","1330","42810","38890"
"In post","2021","Crown Prosecution Service","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"In post","2021","Debt Management Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Project Delivery","Heterosexual / straight","100","100","26660","27460"
"In post","2021","Defence Electronics and Components Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Project Delivery","Undeclared","260","240","28110","28750"
"In post","2021","Defence Electronics and Components Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","Heterosexual / straight","210","210","44820","41450"
"In post","2021","Defence Equipment and Support","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","Undeclared","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Communications","Heterosexual / straight","230","220","26940","22450"
"In post","2021","Defence Equipment and Support","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data & Technology","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Finance","Heterosexual / straight","340","320","37770","31800"
"In post","2021","Defence Equipment and Support","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Finance","Undeclared","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","Heterosexual / straight","160","150","39170","34370"
"In post","2021","Defence Equipment and Support","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Project Delivery","Heterosexual / straight","7190","6960","36340","33740"
