"Status","Year","Parent_department","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Transport","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","No function","60","60","30790","26780"
"Leaver CS","2022","Department for Transport","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","No function","320","300","27990","26130"
"Leaver CS","2022","Department for Transport","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Counter Fraud","50","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Debt","30","20","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","No function","1090","910","26270","27570"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared disabled","Unknown","130","110","25700","24250"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Counter Fraud","180","130","26620","27570"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Debt","160","130","22560","21260"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Digital, Data & Technology","150","140","46480","41790"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Finance","60","50","39010","36650"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Human Resources","70","60","34720","27570"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","No function","4870","4270","26660","27570"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Declared non-disabled","Unknown","570","510","27220","26120"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","No function","230","210","26590","27570"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","No function","380","370","25930","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Unknown","570","560","26080","27570"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","No function","150","130","39230","33100"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","No function","1570","1410","41140","36330"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","No function","30","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Analysis","50","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Commercial","70","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Communications","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Digital, Data & Technology","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Finance","70","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Human Resources","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","No function","900","640","48340","40650"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Declared non-disabled","No function","40","40","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Declared disabled","Communications","[c]","[c]","[c]","[c]"
