"Status","Year","Ethnicity","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Haringey and Islington","60","50","31220","31300"
"In post","2021","Black","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Lambeth","40","40","[c]","[c]"
"In post","2021","Black","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Wandsworth","40","40","[c]","[c]"
"In post","2021","Black","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Westminster","130","120","36690","33170"
"In post","2021","Black","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","York","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Birmingham","50","50","36230","27060"
"In post","2021","Black","Unknown","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Camden and City of London","30","30","[c]","[c]"
"In post","2021","Black","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Croydon","50","50","34600","32520"
"In post","2021","Black","Unknown","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Lambeth","60","60","39740","34380"
"In post","2021","Black","Unknown","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Tower Hamlets","90","90","38190","33330"
"In post","2021","Black","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Westminster","240","230","39200","36200"
"In post","2021","Black","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","York","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Declared disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
