"Status","Year","Organisation","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Equipment and Support","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","SEO/HEO","380","360","35360","34940"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","AA/AO","80","80","18800","17710"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","EO","170","160","23100","22780"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","G6/G7","1370","1310","51170","46650"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","SEO/HEO","1440","1390","33040","31980"
"In post","2021","Defence Science and Technology Laboratory","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","G6/G7","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","SEO/HEO","100","100","31390","28650"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","G6/G7","180","170","50200","46650"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","SEO/HEO","120","120","34240","37320"
"In post","2021","Defence Science and Technology Laboratory","Unknown","AA/AO","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","EO","50","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","G6/G7","380","370","51550","47000"
"In post","2021","Defence Science and Technology Laboratory","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","SEO/HEO","370","360","34140","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","AA/AO","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","EO","290","280","28140","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","G6/G7","1680","1630","58770","56600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","SCS","260","250","83250","75560"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","SEO/HEO","1500","1480","38130","37090"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","EO","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","G6/G7","200","190","57820","54660"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","SEO/HEO","190","190","37650","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","G6/G7","260","250","59660","57620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","SEO/HEO","190","190","38540","38240"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","EO","60","60","28230","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","G6/G7","200","200","57630","55220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SEO/HEO","290","290","37500","37820"
"In post","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","EO","130","130","27360","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","G6/G7","560","550","58670","56040"
"In post","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","SCS","100","90","86740","75950"
"In post","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","SEO/HEO","450","450","37210","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","LGBO","G6/G7","80","80","58660","58750"
"In post","2021","Department for Digital, Culture, Media and Sport","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","LGBO","SEO/HEO","80","80","35420","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","G6/G7","50","50","58050","56750"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","G6/G7","100","100","58890","57730"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","SEO/HEO","100","100","37070","34020"
"In post","2021","Department for Education (excl. agencies)","Heterosexual / straight","AA/AO","50","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Heterosexual / straight","EO","500","480","26790","26000"
"In post","2021","Department for Education (excl. agencies)","Heterosexual / straight","G6/G7","1510","1440","56740","54160"
"In post","2021","Department for Education (excl. agencies)","Heterosexual / straight","SCS","170","160","81820","74100"
"In post","2021","Department for Education (excl. agencies)","Heterosexual / straight","SEO/HEO","1770","1710","35900","36500"
"In post","2021","Department for Education (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","LGBO","EO","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","LGBO","G6/G7","110","110","56810","54400"
"In post","2021","Department for Education (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","LGBO","SEO/HEO","150","150","35610","36500"
"In post","2021","Department for Education (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Undeclared","EO","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Undeclared","G6/G7","160","160","56940","54160"
"In post","2021","Department for Education (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Undeclared","SEO/HEO","190","180","36240","36660"
"In post","2021","Department for Education (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","EO","150","140","27030","26000"
"In post","2021","Department for Education (excl. agencies)","Unknown","G6/G7","360","340","57300","54400"
"In post","2021","Department for Education (excl. agencies)","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","SEO/HEO","400","380","36150","36500"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","AA/AO","110","100","22620","21050"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","EO","350","340","26630","25600"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","G6/G7","1310","1260","54550","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","SCS","150","140","84030","77290"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","SEO/HEO","1860","1800","34980","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","G6/G7","100","90","53870","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","SEO/HEO","150","150","35120","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","EO","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","G6/G7","130","130","53690","52460"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","SEO/HEO","190","180","34650","33960"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","AA/AO","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","EO","100","90","27410","27960"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","G6/G7","310","300","55200","53870"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","SEO/HEO","460","440","35600","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Heterosexual / straight","EO","140","140","27320","26510"
"In post","2021","Department for International Trade","Heterosexual / straight","G6/G7","640","630","55520","52660"
"In post","2021","Department for International Trade","Heterosexual / straight","SCS","110","110","86920","76810"
"In post","2021","Department for International Trade","Heterosexual / straight","SEO/HEO","630","620","35310","34940"
"In post","2021","Department for International Trade","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","G6/G7","80","80","54630","51970"
"In post","2021","Department for International Trade","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","SEO/HEO","70","70","34620","32240"
"In post","2021","Department for International Trade","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","G6/G7","60","60","54900","51970"
"In post","2021","Department for International Trade","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","SEO/HEO","70","70","36440","37440"
"In post","2021","Department for International Trade","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","EO","90","90","27370","26510"
"In post","2021","Department for International Trade","Unknown","G6/G7","300","300","55570","53080"
"In post","2021","Department for International Trade","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","SEO/HEO","380","370","35350","34430"
"In post","2021","Department for Transport (excl. agencies)","Heterosexual / straight","AA/AO","60","50","25420","25730"
"In post","2021","Department for Transport (excl. agencies)","Heterosexual / straight","EO","240","230","28810","30270"
"In post","2021","Department for Transport (excl. agencies)","Heterosexual / straight","G6/G7","910","890","59960","55380"
"In post","2021","Department for Transport (excl. agencies)","Heterosexual / straight","SCS","160","160","88160","79630"
"In post","2021","Department for Transport (excl. agencies)","Heterosexual / straight","SEO/HEO","910","890","38540","37660"
"In post","2021","Department for Transport (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","LGBO","G6/G7","80","80","57350","54760"
"In post","2021","Department for Transport (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
