"Status","Year","Parent_department","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Home Office","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Other","40","40","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Other","130","120","26440","22080"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Science and Engineering","50","50","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Security","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Commercial","60","50","39600","38240"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Finance","70","60","38370","33700"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Human Resources","60","60","34470","26800"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Medicine","100","90","41070","33180"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Operational Delivery","70","60","30440","26670"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Other","580","550","26880","23610"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Project Delivery","200","180","40960","38080"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Property","90","80","31390","33020"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Science and Engineering","240","230","32550","30960"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Security","180","180","29650","26670"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Declared non-disabled","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Other","70","70","25270","21580"
"Leaver CS","2021","Ministry of Defence","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Security","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Medicine","60","50","40390","34850"
"Leaver CS","2021","Ministry of Defence","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Other","370","350","31690","30400"
"Leaver CS","2021","Ministry of Defence","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Project Delivery","50","50","31950","28060"
"Leaver CS","2021","Ministry of Defence","Unknown","Property","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Science and Engineering","60","60","30810","26530"
"Leaver CS","2021","Ministry of Defence","Unknown","Security","100","100","27350","23540"
"Leaver CS","2021","Ministry of Defence","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
