"Status","Year","Region_ITL3","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Dumfries and Galloway","Female","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","Forestry and Land Scotland","40","30","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Female","Scottish Prison Service","60","50","28080","25870"
"In post","2021","Dumfries and Galloway","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Forestry and Land Scotland","120","120","30650","28120"
"In post","2021","Dumfries and Galloway","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Male","Scottish Prison Service","110","100","31320","33650"
"In post","2021","Dumfries and Galloway","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Female","Department for Work and Pensions (excl. agencies)","620","510","24790","21010"
"In post","2021","Durham CC","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Female","HM Courts and Tribunals Service","60","50","25730","20100"
"In post","2021","Durham CC","Female","HM Land Registry","460","410","27810","27130"
"In post","2021","Durham CC","Female","HM Prison and Probation Service","910","840","28430","26330"
"In post","2021","Durham CC","Female","HM Revenue and Customs (excl. agencies)","350","300","23330","21400"
"In post","2021","Durham CC","Female","Home Office (incl. agencies)","560","440","23900","21430"
"In post","2021","Durham CC","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Female","Valuation Office Agency","160","150","23470","21100"
"In post","2021","Durham CC","Male","Department for Work and Pensions (excl. agencies)","240","220","25170","26120"
"In post","2021","Durham CC","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Male","HM Land Registry","250","230","29410","27130"
"In post","2021","Durham CC","Male","HM Prison and Probation Service","1230","1150","30180","31650"
"In post","2021","Durham CC","Male","HM Revenue and Customs (excl. agencies)","190","180","23680","20140"
"In post","2021","Durham CC","Male","Home Office (incl. agencies)","370","330","25050","21430"
"In post","2021","Durham CC","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Male","Valuation Office Agency","110","110","26230","21100"
"In post","2021","Ealing","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Female","Department for Work and Pensions (excl. agencies)","260","240","31580","31060"
"In post","2021","Ealing","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Female","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","Ealing","Female","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Ealing","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Male","Department for Work and Pensions (excl. agencies)","130","130","30860","31060"
"In post","2021","Ealing","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Accountant in Bankruptcy","80","60","30300","29190"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Department for Work and Pensions (excl. agencies)","310","250","24860","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Accountant in Bankruptcy","40","40","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Defence Equipment and Support","210","200","25470","24830"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Department for Work and Pensions (excl. agencies)","110","110","26130","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Female","Animal and Plant Health Agency","100","90","25540","21050"
"In post","2021","East Cumbria","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Female","Department for Work and Pensions (excl. agencies)","70","60","27890","27570"
"In post","2021","East Cumbria","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Female","HM Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2021","East Cumbria","Female","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","East Cumbria","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Female","Rural Payments Agency","170","140","26120","25100"
"In post","2021","East Cumbria","Male","Animal and Plant Health Agency","60","50","25810","21050"
"In post","2021","East Cumbria","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Male","Defence Equipment and Support","70","70","23760","21510"
"In post","2021","East Cumbria","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Male","Ministry of Defence (excl. agencies)","50","50","27350","21830"
"In post","2021","East Cumbria","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Male","Rural Payments Agency","110","110","27210","24920"
"In post","2021","East Derbyshire","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Female","Department for Work and Pensions (excl. agencies)","230","190","25660","27570"
"In post","2021","East Derbyshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Female","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","East Derbyshire","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Male","Department for Work and Pensions (excl. agencies)","90","80","26970","27570"
"In post","2021","East Derbyshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Crown Office and Procurator Fiscal Service","60","50","24650","22220"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Department for Work and Pensions (excl. agencies)","250","210","25210","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Ministry of Defence (excl. agencies)","350","330","29320","26350"
