"Status","Year","Region_ITL2","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Overseas","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Operational Delivery","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Operational Delivery","Declared non-disabled","270","260","21690","21590"
"New entrant CS","2021","Shropshire and Staffordshire","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Operational Delivery","Unknown","220","210","21980","21590"
"New entrant CS","2021","Shropshire and Staffordshire","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Other","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","Declared non-disabled","220","220","26660","27570"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Digital, Data and Technology","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Operational Delivery","Declared non-disabled","90","90","22880","21430"
"New entrant CS","2021","South Yorkshire","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Operational Delivery","Unknown","220","210","23330","21430"
"New entrant CS","2021","South Yorkshire","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Policy","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","Declared disabled","60","60","25150","27570"
"New entrant CS","2021","South Yorkshire","Unknown","Declared non-disabled","330","330","25090","21010"
"New entrant CS","2021","South Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
