"Status","Year","Organisation","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","East Midlands (England)","90","90","33360","30730"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","East of England","60","50","28960","28150"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","London","70","70","32560","30780"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","North East (England)","80","70","25630","26130"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","North West (England)","90","80","29170","26780"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Scotland","60","50","28240","26780"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","South East (England)","90","80","29970","27930"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","South West (England)","80","70","31280","28550"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Wales","60","60","30340","26780"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","West Midlands (England)","70","60","28320","26780"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Yorkshire and The Humber","80","70","27310","26780"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","East Midlands (England)","110","110","29660","26700"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","East of England","60","60","26900","26700"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","London","70","60","30600","30470"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","North East (England)","60","60","26100","26130"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","North West (England)","100","90","27020","26470"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Scotland","60","50","27240","26700"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","South East (England)","120","120","27940","26700"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","South West (England)","80","80","27690","26700"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Wales","180","170","27590","26130"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","West Midlands (England)","100","90","26830","26470"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Yorkshire and The Humber","120","110","25280","26130"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","East Midlands (England)","60","60","41320","37100"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","London","190","180","48780","45250"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","North East (England)","170","170","38020","36500"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","North West (England)","170","160","38380","36500"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","South West (England)","70","70","38940","36500"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","West Midlands (England)","380","370","41470","36960"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Yorkshire and The Humber","290","280","39500","36500"
"In post","2022","Education and Skills Funding Agency","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","London","70","60","50470","48140"
"In post","2022","Education and Skills Funding Agency","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","North West (England)","30","30","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","West Midlands (England)","130","130","41820","38140"
"In post","2022","Education and Skills Funding Agency","Unknown","Yorkshire and The Humber","60","50","39910","36500"
"In post","2022","Education Scotland","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Heterosexual / straight","Scotland","200","190","59450","65280"
"In post","2022","Education Scotland","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Unknown","Scotland","120","110","54580","54340"
"In post","2022","Estyn","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Wales","90","90","59020","75480"
"In post","2022","Estyn","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Heterosexual / straight","London","120","110","48580","45630"
"In post","2022","FCDO Services","Heterosexual / straight","Overseas","90","80","39410","39260"
"In post","2022","FCDO Services","Heterosexual / straight","South East (England)","640","610","38450","33510"
"In post","2022","FCDO Services","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","South East (England)","60","50","43100","42080"
"In post","2022","FCDO Services","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","South East (England)","70","70","41700","42080"
"In post","2022","Food Standards Agency","Heterosexual / straight","East Midlands (England)","60","60","35790","30350"
"In post","2022","Food Standards Agency","Heterosexual / straight","East of England","80","70","36750","32590"
"In post","2022","Food Standards Agency","Heterosexual / straight","London","170","170","44180","40350"
"In post","2022","Food Standards Agency","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","North West (England)","60","60","35630","30810"
"In post","2022","Food Standards Agency","Heterosexual / straight","Northern Ireland","90","80","37260","37350"
"In post","2022","Food Standards Agency","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","South East (England)","80","70","44150","40960"
"In post","2022","Food Standards Agency","Heterosexual / straight","South West (England)","70","70","37070","34570"
"In post","2022","Food Standards Agency","Heterosexual / straight","Wales","110","110","37670","33310"
"In post","2022","Food Standards Agency","Heterosexual / straight","West Midlands (England)","80","80","33260","30350"
"In post","2022","Food Standards Agency","Heterosexual / straight","Yorkshire and The Humber","210","210","37210","32460"
"In post","2022","Food Standards Agency","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","South West (England)","[c]","[c]","[c]","[c]"
