"Status","Year","Organisation","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Valuation Office Agency","AA/AO","Undeclared","60","60","21780","21100"
"In post","2021","Valuation Office Agency","AA/AO","Unknown","330","300","21210","21100"
"In post","2021","Valuation Office Agency","EO","Heterosexual / straight","530","480","26980","26000"
"In post","2021","Valuation Office Agency","EO","LGBO","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","Undeclared","90","80","27300","26500"
"In post","2021","Valuation Office Agency","EO","Unknown","310","290","26620","25930"
"In post","2021","Valuation Office Agency","G6/G7","Heterosexual / straight","280","260","58520","55930"
"In post","2021","Valuation Office Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","Undeclared","50","50","59510","57130"
"In post","2021","Valuation Office Agency","G6/G7","Unknown","60","60","59080","55930"
"In post","2021","Valuation Office Agency","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Heterosexual / straight","830","780","38380","38430"
"In post","2021","Valuation Office Agency","SEO/HEO","LGBO","50","50","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","Undeclared","150","140","39210","39030"
"In post","2021","Valuation Office Agency","SEO/HEO","Unknown","290","270","37780","37380"
"In post","2021","Vehicle Certification Agency","AA/AO","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","Heterosexual / straight","80","80","41510","39940"
"In post","2021","Vehicle Certification Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Unknown","80","70","47960","47000"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","Heterosexual / straight","790","720","23410","23830"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","Undeclared","100","90","23620","23830"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","Unknown","50","40","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","EO","Heterosexual / straight","840","780","28730","28850"
"In post","2021","Welsh Government (excl. agencies)","EO","LGBO","40","40","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","EO","Undeclared","100","100","28780","28850"
"In post","2021","Welsh Government (excl. agencies)","EO","Unknown","30","30","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","Heterosexual / straight","810","780","61620","60830"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","LGBO","40","40","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","Undeclared","150","140","61640","60830"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SCS","Heterosexual / straight","130","130","90220","81980"
"In post","2021","Welsh Government (excl. agencies)","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","Heterosexual / straight","2090","1980","40840","37410"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","LGBO","90","90","40350","37410"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","Undeclared","320","300","41020","37410"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Welsh Revenue Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Heterosexual / straight","200","190","25280","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Unknown","80","80","24470","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Heterosexual / straight","440","400","35850","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Undeclared","80","80","36360","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","50","50","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Heterosexual / straight","610","560","22030","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","LGBO","60","60","22250","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Undeclared","80","70","21810","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Unknown","110","110","22430","21300"
"In post","2022","Animal and Plant Health Agency","EO","Heterosexual / straight","610","590","26380","25310"
"In post","2022","Animal and Plant Health Agency","EO","LGBO","50","50","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","Undeclared","80","70","26490","25650"
"In post","2022","Animal and Plant Health Agency","EO","Unknown","90","80","26330","26520"
"In post","2022","Animal and Plant Health Agency","G6/G7","Heterosexual / straight","170","160","54120","53320"
"In post","2022","Animal and Plant Health Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","Undeclared","50","50","[c]","[c]"
