"Status","Year","Region_ITL3","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Hounslow and Richmond upon Thames","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","No function","HM Courts and Tribunals Service","190","170","22970","22080"
"In post","2021","Hounslow and Richmond upon Thames","No function","HM Prison and Probation Service","710","680","33450","33590"
"In post","2021","Hounslow and Richmond upon Thames","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","No function","The National Archives","340","320","34280","30830"
"In post","2021","Hounslow and Richmond upon Thames","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","Department for Work and Pensions (excl. agencies)","280","260","30820","31060"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","Home Office (incl. agencies)","620","580","31190","29080"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","Ministry of Defence (excl. agencies)","290","270","33570","29250"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Legal","Crown Office and Procurator Fiscal Service","50","40","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Legal","Scottish Courts and Tribunals Service","80","70","26940","22820"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","No function","Crown Office and Procurator Fiscal Service","50","50","24940","22220"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","No function","Maritime and Coastguard Agency","40","40","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","No function","National Crime Agency","50","50","37410","36410"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","No function","Scottish Prison Service","190","170","31060","33650"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","Department for Work and Pensions (excl. agencies)","390","340","25100","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","Home Office (incl. agencies)","140","130","28320","26410"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Analysis","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Human Resources","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Legal","Scottish Courts and Tribunals Service","50","50","27630","26550"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","Crown Office and Procurator Fiscal Service","30","30","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","Scottish Prison Service","110","100","31380","33650"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","Forestry and Land Scotland","50","50","29890","26530"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Property","Forestry and Land Scotland","90","90","30300","28120"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Property","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Department for Work and Pensions (excl. agencies)","250","220","26650","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Ministry of Defence (excl. agencies)","230","220","24300","20920"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Scottish Government (excl. agencies)","90","80","32910","29190"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","No function","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","Department for Work and Pensions (excl. agencies)","70","60","27400","27570"
"In post","2021","Isle of Anglesey","Unknown","Home Office (incl. agencies)","50","50","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","No function","HM Prison and Probation Service","650","610","28250","26580"
"In post","2021","Isle of Wight","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Unknown","Department for Work and Pensions (excl. agencies)","220","190","25140","27570"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
