"Status","Year","Disability","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Declared disabled","Scotland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","HM Revenue and Customs (excl. agencies)","620","540","26760","21440"
"In post","2021","Declared disabled","Scotland","Home Office (incl. agencies)","100","90","25900","24890"
"In post","2021","Declared disabled","Scotland","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Ministry of Defence (excl. agencies)","240","230","27860","21600"
"In post","2021","Declared disabled","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","National Records of Scotland","50","40","[c]","[c]"
"In post","2021","Declared disabled","Scotland","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Registers of Scotland","140","130","32380","30080"
"In post","2021","Declared disabled","Scotland","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Scottish Government (excl. agencies)","690","660","40260","35110"
"In post","2021","Declared disabled","Scotland","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Scottish Prison Service","380","350","33790","33650"
"In post","2021","Declared disabled","Scotland","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Social Security Scotland","120","120","28130","24510"
"In post","2021","Declared disabled","Scotland","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Transport Scotland","50","50","38580","36340"
"In post","2021","Declared disabled","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Animal and Plant Health Agency","90","90","31650","28550"
"In post","2021","Declared disabled","South East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Crown Prosecution Service","60","60","45590","44320"
"In post","2021","Declared disabled","South East (England)","Defence Equipment and Support","50","50","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Defence Science and Technology Laboratory","180","170","38850","37320"
"In post","2021","Declared disabled","South East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Department for Work and Pensions (excl. agencies)","1180","1030","27320","27570"
"In post","2021","Declared disabled","South East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Driver and Vehicle Standards Agency","60","60","29410","26780"
"In post","2021","Declared disabled","South East (England)","FCDO Services","60","60","34870","30720"
"In post","2021","Declared disabled","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","HM Courts and Tribunals Service","180","160","22960","20650"
"In post","2021","Declared disabled","South East (England)","HM Prison and Probation Service","850","810","30240","30010"
"In post","2021","Declared disabled","South East (England)","HM Revenue and Customs (excl. agencies)","230","200","29530","28130"
"In post","2021","Declared disabled","South East (England)","Home Office (incl. agencies)","260","240","27940","27370"
"In post","2021","Declared disabled","South East (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Maritime and Coastguard Agency","40","40","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Ministry of Defence (excl. agencies)","790","760","31720","29780"
"In post","2021","Declared disabled","South East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Public Health England","30","30","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","United Kingdom Statistics Authority","270","220","29020","23650"
"In post","2021","Declared disabled","South East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Animal and Plant Health Agency","60","50","26270","21050"
"In post","2021","Declared disabled","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Defence Equipment and Support","890","850","36600","33890"
"In post","2021","Declared disabled","South West (England)","Defence Science and Technology Laboratory","290","280","37440","37320"
"In post","2021","Declared disabled","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","100","90","40660","36780"
"In post","2021","Declared disabled","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Department for Work and Pensions (excl. agencies)","1030","880","25880","27570"
"In post","2021","Declared disabled","South West (England)","Driver and Vehicle Standards Agency","50","40","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","HM Courts and Tribunals Service","120","110","22330","20100"
"In post","2021","Declared disabled","South West (England)","HM Land Registry","120","100","31060","27130"
"In post","2021","Declared disabled","South West (England)","HM Prison and Probation Service","490","450","30140","28220"
