"Status","Year","Organisation","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Competition and Markets Authority","Inner London - East","Competition and Markets Authority","70","70","49450","53530"
"New entrant CS","2021","Competition and Markets Authority","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","West Central Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","East Anglia","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","East Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Inner London - East","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Merseyside","Other Cabinet Office Agencies","70","70","38120","34800"
"New entrant CS","2021","Crown Commercial Service","West Midlands","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","West Yorkshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Scottish Government","60","60","26070","25410"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Southern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","West Central Scotland","Scottish Government","60","60","24450","20760"
"New entrant CS","2021","Crown Prosecution Service","Bedfordshire and Hertfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Derbyshire and Nottinghamshire","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Devon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","East Anglia","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","East Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Essex","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Greater Manchester","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Hampshire and Isle of Wight","Attorney General's Departments","50","50","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Inner London - East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Inner London - West","Attorney General's Departments","160","160","35760","26970"
"New entrant CS","2021","Crown Prosecution Service","Kent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Lancashire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Merseyside","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","North Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Northumberland and Tyne and Wear","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Outer London - East and North East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Outer London - South","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Outer London - West and North West","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Shropshire and Staffordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","South Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Surrey, East and West Sussex","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Tees Valley and Durham","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","West Midlands","Attorney General's Departments","60","60","36290","38000"
"New entrant CS","2021","Crown Prosecution Service","West Wales and The Valleys","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","West Yorkshire","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Inner London - West","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Bedfordshire and Hertfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Derbyshire and Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Devon","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Dorset and Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","East Anglia","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","590","580","32690","29000"
"New entrant CS","2021","Defence Equipment and Support","Greater Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Hampshire and Isle of Wight","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","North Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Northumberland and Tyne and Wear","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Outer London - West and North West","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Shropshire and Staffordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Southern Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","West Central Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","East Anglia","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","160","160","32510","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Ministry of Defence","50","50","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Inner London - West","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Department for Business, Energy and Industrial Strategy","680","670","38360","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Inner London - West","Department for Digital, Culture, Media and Sport","360","350","39110","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","West Central Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","West Yorkshire","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","East Anglia","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Greater Manchester","Department for Education","140","140","35130","32390"
"New entrant CS","2021","Department for Education (excl. agencies)","Inner London - West","Department for Education","210","210","38710","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Northumberland and Tyne and Wear","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Outer London - South","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","South Yorkshire","Department for Education","110","110","31440","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Tees Valley and Durham","Department for Education","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","West Midlands","Department for Education","60","60","33630","29360"
