"Status","Year","Sex","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Department for Work and Pensions","Tyneside","2720","2620","32870","27570"
"In post","2022","Male","Department for Work and Pensions","Unknown","220","220","32630","27570"
"In post","2022","Male","Department for Work and Pensions","Wakefield","70","70","28120","27570"
"In post","2022","Male","Department for Work and Pensions","Walsall","170","160","24640","26120"
"In post","2022","Male","Department for Work and Pensions","Wandsworth","50","40","[c]","[c]"
"In post","2022","Male","Department for Work and Pensions","Warrington","100","90","25600","27570"
"In post","2022","Male","Department for Work and Pensions","Warwickshire CC","150","140","25860","27570"
"In post","2022","Male","Department for Work and Pensions","West Cumbria","30","30","[c]","[c]"
"In post","2022","Male","Department for Work and Pensions","West Essex","30","30","[c]","[c]"
"In post","2022","Male","Department for Work and Pensions","West Kent","30","30","[c]","[c]"
"In post","2022","Male","Department for Work and Pensions","West Lothian","50","40","[c]","[c]"
"In post","2022","Male","Department for Work and Pensions","West Northamptonshire","70","70","26960","27570"
"In post","2022","Male","Department for Work and Pensions","West Surrey","70","70","30850","29290"
"In post","2022","Male","Department for Work and Pensions","West Sussex (North East)","50","40","[c]","[c]"
"In post","2022","Male","Department for Work and Pensions","West Sussex (South West)","100","100","26000","27570"
"In post","2022","Male","Department for Work and Pensions","Westminster","1070","1050","46690","40000"
"In post","2022","Male","Department for Work and Pensions","Wiltshire","70","60","28270","27570"
"In post","2022","Male","Department for Work and Pensions","Wirral","430","400","24480","21260"
"In post","2022","Male","Department for Work and Pensions","Wolverhampton","210","190","25510","27570"
"In post","2022","Male","Department for Work and Pensions","Worcestershire CC","100","90","26920","27570"
"In post","2022","Male","Department for Work and Pensions","York","140","140","33000","27570"
"In post","2022","Male","Department of Health and Social Care","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Barnet","370","350","45700","40070"
"In post","2022","Male","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Birmingham","90","90","46600","36330"
"In post","2022","Male","Department of Health and Social Care","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Bristol, City of","110","100","47760","38660"
"In post","2022","Male","Department of Health and Social Care","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Cambridgeshire CC","80","80","47320","38200"
"In post","2022","Male","Department of Health and Social Care","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Hertfordshire CC","140","140","45550","40850"
"In post","2022","Male","Department of Health and Social Care","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Lambeth","280","270","51740","45240"
"In post","2022","Male","Department of Health and Social Care","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Leeds","590","580","44670","40650"
"In post","2022","Male","Department of Health and Social Care","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Liverpool","30","30","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Manchester","110","110","37810","27220"
"In post","2022","Male","Department of Health and Social Care","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department of Health and Social Care","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
