"Status","Year","Responsibility_level","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Ministry of Justice","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Department for Work and Pensions","60","60","21460","21260"
"Leaver Dept.","2022","AA/AO","Declared disabled","Department of Health and Social Care","60","60","21400","20440"
"Leaver Dept.","2022","AA/AO","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Ministry of Justice","60","60","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Department for Environment, Food and Rural Affairs","60","50","21240","21300"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Department for Transport","80","70","21940","21840"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Department for Work and Pensions","380","360","21310","21260"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Department of Health and Social Care","590","500","21350","20590"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","HM Revenue and Customs","290","280","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Home Office","130","120","22080","21680"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Ministry of Defence","100","100","21940","21170"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Ministry of Justice","390","380","20790","20970"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Department for Work and Pensions","50","50","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Department of Health and Social Care","160","130","21460","22030"
"Leaver Dept.","2022","AA/AO","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","HM Revenue and Customs","250","240","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Ministry of Justice","150","140","20770","20970"
"Leaver Dept.","2022","AA/AO","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Department for Work and Pensions","240","230","28080","27570"
"Leaver Dept.","2022","EO","Declared disabled","Department of Health and Social Care","50","40","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Cabinet Office","110","100","27140","27500"
"Leaver Dept.","2022","EO","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Department for Business, Energy and Industrial Strategy","60","60","26300","24780"
"Leaver Dept.","2022","EO","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Department for Education","50","40","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Department for Transport","70","70","27430","26700"
"Leaver Dept.","2022","EO","Declared non-disabled","Department for Work and Pensions","1400","1360","28200","27570"
"Leaver Dept.","2022","EO","Declared non-disabled","Department of Health and Social Care","670","610","25620","25300"
"Leaver Dept.","2022","EO","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","HM Revenue and Customs","160","150","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Home Office","420","400","26330","25100"
"Leaver Dept.","2022","EO","Declared non-disabled","Ministry of Defence","160","160","25310","26380"
"Leaver Dept.","2022","EO","Declared non-disabled","Ministry of Justice","190","190","24970","25120"
"Leaver Dept.","2022","EO","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
