"Status","Year","Profession_of_post","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","65+","HM Revenue and Customs","620","430","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Ministry of Justice","90","70","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Scottish Government","90","70","39880","36130"
"Leaver CS","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","65+","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","20-29","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","60-64","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","20-29","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","50-59","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","30-39","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","40-49","Home Office","[c]","[c]","[c]","[c]"
