"Status","Year","Parent_department","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Land Registry","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Female","AA/AO","2330","2200","21340","21250"
"New entrant CS","2022","HM Revenue and Customs","Female","EO","1180","1160","26980","26590"
"New entrant CS","2022","HM Revenue and Customs","Female","G6/G7","90","80","56400","52080"
"New entrant CS","2022","HM Revenue and Customs","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Female","SEO/HEO","790","780","34880","33080"
"New entrant CS","2022","HM Revenue and Customs","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Male","AA/AO","1720","1690","21360","21250"
"New entrant CS","2022","HM Revenue and Customs","Male","EO","1240","1240","26980","26590"
"New entrant CS","2022","HM Revenue and Customs","Male","G6/G7","110","110","56890","55210"
"New entrant CS","2022","HM Revenue and Customs","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Male","SEO/HEO","1050","1050","34770","33080"
"New entrant CS","2022","HM Revenue and Customs","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Female","EO","40","40","[c]","[c]"
"New entrant CS","2022","HM Treasury","Female","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","HM Treasury","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Female","SEO/HEO","90","80","32250","31000"
"New entrant CS","2022","HM Treasury","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Male","SEO/HEO","100","90","32030","29730"
"New entrant CS","2022","Home Office","Female","AA/AO","300","300","22000","21680"
"New entrant CS","2022","Home Office","Female","EO","710","670","26850","24880"
"New entrant CS","2022","Home Office","Female","G6/G7","60","60","58630","57430"
"New entrant CS","2022","Home Office","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Female","SEO/HEO","150","150","37320","35050"
"New entrant CS","2022","Home Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Male","AA/AO","230","230","21820","21680"
"New entrant CS","2022","Home Office","Male","EO","780","710","27600","24880"
"New entrant CS","2022","Home Office","Male","G6/G7","100","100","60710","57470"
"New entrant CS","2022","Home Office","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Male","SEO/HEO","220","220","36050","35050"
"New entrant CS","2022","Home Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Female","AA/AO","630","600","21160","21170"
"New entrant CS","2022","Ministry of Defence","Female","EO","530","510","25120","26350"
"New entrant CS","2022","Ministry of Defence","Female","G6/G7","100","90","58920","55250"
"New entrant CS","2022","Ministry of Defence","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Female","SEO/HEO","640","610","34910","33290"
"New entrant CS","2022","Ministry of Defence","Female","Unknown","100","100","28780","26830"
"New entrant CS","2022","Ministry of Defence","Male","AA/AO","790","790","22760","21170"
"New entrant CS","2022","Ministry of Defence","Male","EO","640","630","24700","26350"
"New entrant CS","2022","Ministry of Defence","Male","G6/G7","200","190","58160","54680"
"New entrant CS","2022","Ministry of Defence","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Male","SEO/HEO","1030","1020","35060","33000"
"New entrant CS","2022","Ministry of Defence","Male","Unknown","290","290","29920","27540"
"New entrant CS","2022","Ministry of Justice","Female","AA/AO","4080","4000","22820","21650"
"New entrant CS","2022","Ministry of Justice","Female","EO","390","390","26370","25120"
"New entrant CS","2022","Ministry of Justice","Female","G6/G7","70","70","57120","55490"
"New entrant CS","2022","Ministry of Justice","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Female","SEO/HEO","600","590","34220","34260"
"New entrant CS","2022","Ministry of Justice","Female","Unknown","6470","5950","28000","24810"
"New entrant CS","2022","Ministry of Justice","Male","AA/AO","3490","3470","23730","23140"
"New entrant CS","2022","Ministry of Justice","Male","EO","220","220","26260","25120"
"New entrant CS","2022","Ministry of Justice","Male","G6/G7","80","80","57170","55000"
"New entrant CS","2022","Ministry of Justice","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Male","SEO/HEO","410","390","35620","34260"
"New entrant CS","2022","Ministry of Justice","Male","Unknown","2360","2170","30010","27980"
"New entrant CS","2022","National Crime Agency","Female","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Female","EO","120","110","32690","32260"
"New entrant CS","2022","National Crime Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Female","SEO/HEO","50","50","41720","40170"
"New entrant CS","2022","National Crime Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Male","EO","170","170","33660","33080"
"New entrant CS","2022","National Crime Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Male","SEO/HEO","80","80","42270","40210"
"New entrant CS","2022","Northern Ireland Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Female","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Female","SEO/HEO","90","90","45720","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Male","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Female","EO","100","100","26360","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","Female","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Female","SEO/HEO","60","60","38020","37500"
"New entrant CS","2022","Office of Gas and Electricity Markets","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Male","EO","100","100","25530","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","Male","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Male","SEO/HEO","60","60","37570","36880"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Female","AA/AO","1120","1080","21850","21050"
"New entrant CS","2022","Scottish Government","Female","EO","610","590","27360","27230"
"New entrant CS","2022","Scottish Government","Female","G6/G7","190","190","56590","53480"
"New entrant CS","2022","Scottish Government","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Female","SEO/HEO","770","750","35540","31540"
"New entrant CS","2022","Scottish Government","Male","AA/AO","780","770","22000","21050"
"New entrant CS","2022","Scottish Government","Male","EO","390","390","27440","27230"
"New entrant CS","2022","Scottish Government","Male","G6/G7","140","140","57610","56660"
"New entrant CS","2022","Scottish Government","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Male","SEO/HEO","480","470","36120","33790"
"New entrant CS","2022","The National Archives","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","The National Archives","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Male","EO","[c]","[c]","[c]","[c]"
