"Status","Year","Parent_department","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Northern Ireland Office","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","White","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","AA/AO","White","190","170","21260","21160"
"In post","2021","Office for Standards in Education","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","EO","White","160","160","26100","25880"
"In post","2021","Office for Standards in Education","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","G6/G7","White","540","530","73140","75500"
"In post","2021","Office for Standards in Education","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SEO/HEO","Asian","50","50","[c]","[c]"
"In post","2021","Office for Standards in Education","SEO/HEO","Black","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","SEO/HEO","White","610","590","43330","42850"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","White","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","White","200","200","25620","25000"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Asian","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","White","320","320","60320","58930"
"In post","2021","Office of Gas and Electricity Markets","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS","White","40","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Asian","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","White","250","250","36010","35450"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","White","80","70","52830","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","White","90","80","36330","36540"
"In post","2021","Office of Rail and Road","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","White","140","130","62780","62490"
"In post","2021","Office of Rail and Road","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","Black","[c]","[c]","[c]","[c]"
