"Status","Year","Ethnicity","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Operational Delivery","Scottish Government","350","320","32700","33650"
"In post","2021","Undeclared","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","United Kingdom Statistics Authority","50","40","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Welsh Government","80","70","42130","37410"
"In post","2021","Undeclared","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Ministry of Defence","50","50","43770","46090"
"In post","2021","Undeclared","Operational Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Department for Transport","30","30","[c]","[c]"
"In post","2021","Undeclared","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2021","Undeclared","Other","Home Office","60","60","37650","35200"
"In post","2021","Undeclared","Other","Ministry of Defence","700","680","27870","25540"
"In post","2021","Undeclared","Other","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Scottish Government","60","50","34430","33650"
"In post","2021","Undeclared","Other","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Department for Business, Energy and Industrial Strategy","240","230","51700","53460"
"In post","2021","Undeclared","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Department for Education","90","90","44780","40720"
"In post","2021","Undeclared","Policy","Department for Environment, Food and Rural Affairs","70","70","40740","38750"
"In post","2021","Undeclared","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Department for Transport","70","70","43320","39040"
"In post","2021","Undeclared","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Foreign, Commonwealth and Development Office","190","190","50550","48900"
"In post","2021","Undeclared","Policy","HM Revenue and Customs","70","60","53610","59160"
"In post","2021","Undeclared","Policy","HM Treasury","70","70","46410","41950"
"In post","2021","Undeclared","Policy","Home Office","120","110","50850","56540"
"In post","2021","Undeclared","Policy","Ministry of Defence","80","70","44460","42580"
"In post","2021","Undeclared","Policy","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Undeclared","Policy","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Undeclared","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Welsh Government","60","60","45260","47000"
"In post","2021","Undeclared","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Transport","40","40","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","HM Revenue and Customs","110","100","42590","38640"
"In post","2021","Undeclared","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Home Office","80","80","47460","42420"
"In post","2021","Undeclared","Project Delivery","Ministry of Defence","490","480","42340","40580"
"In post","2021","Undeclared","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","HM Revenue and Customs","140","130","38570","35100"
"In post","2021","Undeclared","Property","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence","150","140","33670","33300"
"In post","2021","Undeclared","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Department for Business, Energy and Industrial Strategy","70","70","43000","40550"
"In post","2021","Undeclared","Science and Engineering","Department for Environment, Food and Rural Affairs","60","60","34600","33510"
"In post","2021","Undeclared","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Department of Health and Social Care","200","180","45160","41030"
"In post","2021","Undeclared","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Ministry of Defence","700","680","40050","38480"
"In post","2021","Undeclared","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence","320","310","32730","37320"
"In post","2021","Undeclared","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
