"Status","Year","Parent_department","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Peterborough","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","50-59","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","65+","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sefton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","40-49","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","50-59","50","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","65+","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South and West Derbyshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","40-49","50","40","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","50-59","50","40","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","50-59","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Suffolk CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","50-59","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swansea","65+","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Swindon","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Telford and Wrekin","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Thurrock","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tyneside","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tyneside","20-29","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Tyneside","30-39","60","60","37690","35810"
"In post","2022","Attorney General's Departments","Tyneside","40-49","60","60","40940","48080"
"In post","2022","Attorney General's Departments","Tyneside","50-59","80","70","41880","34480"
"In post","2022","Attorney General's Departments","Tyneside","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tyneside","65+","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wakefield","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wakefield","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wakefield","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wakefield","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wakefield","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wakefield","65+","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Walsall","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Walsall","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warwickshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warwickshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Cumbria","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Kent","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","65+","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (North East)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (North East)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (South West)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (South West)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Westminster","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Westminster","20-29","670","660","33370","29280"
"In post","2022","Attorney General's Departments","Westminster","30-39","1190","1130","49130","51250"
"In post","2022","Attorney General's Departments","Westminster","40-49","1310","1190","54890","55700"
"In post","2022","Attorney General's Departments","Westminster","50-59","1150","1090","55900","60710"
"In post","2022","Attorney General's Departments","Westminster","60-64","240","210","53180","58470"
"In post","2022","Attorney General's Departments","Westminster","65+","90","70","50480","56870"
"In post","2022","Attorney General's Departments","Wiltshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wirral","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wolverhampton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Worcestershire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Worcestershire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","York","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","York","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","York","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","York","40-49","60","50","44950","50330"
"In post","2022","Attorney General's Departments","York","50-59","50","50","51790","51470"
"In post","2022","Attorney General's Departments","York","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","York","65+","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Ards and North Down","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Ards and North Down","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Ards and North Down","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Belfast","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Belfast","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Belfast","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Belfast","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Birmingham","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Birmingham","20-29","70","70","32660","29250"
"In post","2022","Cabinet Office","Birmingham","30-39","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Birmingham","40-49","60","50","55860","53900"
"In post","2022","Cabinet Office","Birmingham","50-59","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Birmingham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Blackpool","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Blackpool","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Blackpool","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Blackpool","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bradford","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bradford","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brent","65+","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brighton and Hove","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bristol, City of","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bristol, City of","30-39","40","30","[c]","[c]"
"In post","2022","Cabinet Office","Bristol, City of","40-49","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Bristol, City of","50-59","[c]","[c]","[c]","[c]"
