"Status","Year","Region_ITL1","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Scotland","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Legal","60","50","32330","22820"
"Leaver CS","2021","Scotland","Male","No function","220","200","34360","33650"
"Leaver CS","2021","Scotland","Male","Project Delivery","50","50","33620","32580"
"Leaver CS","2021","Scotland","Male","Property","70","60","29090","28120"
"Leaver CS","2021","Scotland","Male","Security","60","50","32590","38120"
"Leaver CS","2021","Scotland","Male","Unknown","640","570","34330","27570"
"Leaver CS","2021","South East (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Legal","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","No function","560","490","26190","21910"
"Leaver CS","2021","South East (England)","Female","Project Delivery","50","50","32040","29300"
"Leaver CS","2021","South East (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Unknown","530","440","26510","25000"
"Leaver CS","2021","South East (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","No function","600","550","28580","24370"
"Leaver CS","2021","South East (England)","Male","Project Delivery","60","50","34780","33300"
"Leaver CS","2021","South East (England)","Male","Property","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Security","100","100","31080","28750"
"Leaver CS","2021","South East (England)","Male","Unknown","470","430","29840","27570"
"Leaver CS","2021","South West (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Finance","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","No function","380","340","29850","23370"
"Leaver CS","2021","South West (England)","Female","Project Delivery","130","120","33290","30680"
"Leaver CS","2021","South West (England)","Female","Property","40","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Unknown","430","360","25900","21580"
"Leaver CS","2021","South West (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","No function","430","400","33330","28660"
"Leaver CS","2021","South West (England)","Male","Project Delivery","270","260","38840","37320"
"Leaver CS","2021","South West (England)","Male","Property","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Security","50","50","26740","20210"
"Leaver CS","2021","South West (England)","Male","Unknown","390","360","30170","27570"
"Leaver CS","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","No function","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","270","260","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Unknown","290","290","34740","32080"
"Leaver CS","2021","Wales","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","No function","370","300","23820","21590"
"Leaver CS","2021","Wales","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Unknown","580","460","29520","26240"
"Leaver CS","2021","Wales","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Digital, Data & Technology","60","60","39230","36550"
"Leaver CS","2021","Wales","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","No function","340","310","25750","21590"
"Leaver CS","2021","Wales","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Unknown","430","390","32330","27570"
"Leaver CS","2021","Wales","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","No function","410","360","27000","21050"
"Leaver CS","2021","West Midlands (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Unknown","570","450","27530","26890"
"Leaver CS","2021","West Midlands (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","No function","340","320","32260","21850"
"Leaver CS","2021","West Midlands (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Unknown","340","310","28260","26120"
"Leaver CS","2021","Yorkshire and The Humber","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","No function","350","310","27720","21590"
"Leaver CS","2021","Yorkshire and The Humber","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Property","[c]","[c]","[c]","[c]"
