"Status","Year","Region_ITL2","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Driver and Vehicle Standards Agency","180","170","27990","26780"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","HM Courts and Tribunals Service","600","540","22420","20970"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","HM Land Registry","310","290","27790","27130"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","HM Prison and Probation Service","2630","2470","29020","27120"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","HM Revenue and Customs (excl. agencies)","180","150","31500","28320"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Ministry of Justice (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","National Crime Agency","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Research","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","Department for Work and Pensions (excl. agencies)","110","100","27840","27570"
"In post","2022","Shropshire and Staffordshire","Other","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","Ministry of Defence (excl. agencies)","660","630","27180","26670"
"In post","2022","Shropshire and Staffordshire","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","HM Revenue and Customs (excl. agencies)","120","120","45440","40540"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Ministry of Defence (excl. agencies)","130","130","41110","40000"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Ministry of Defence (excl. agencies)","170","160","37090","33300"
"In post","2022","Shropshire and Staffordshire","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Valuation Office Agency","60","50","34860","31900"
"In post","2022","Shropshire and Staffordshire","Psychology","HM Prison and Probation Service","110","100","31040","29060"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Security","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Security","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Security","Ministry of Defence (excl. agencies)","110","110","25200","20310"
"In post","2022","Shropshire and Staffordshire","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Social Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Statistics","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Statistics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Tax","HM Revenue and Customs (excl. agencies)","60","60","38270","33600"
"In post","2022","Shropshire and Staffordshire","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","HM Revenue and Customs (excl. agencies)","70","70","44170","40520"
"In post","2022","Shropshire and Staffordshire","Veterinarian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Veterinarian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Department for Education (excl. agencies)","80","80","35940","36500"
"In post","2022","South Yorkshire","Commercial","Department for Work and Pensions (excl. agencies)","120","110","33660","31990"
"In post","2022","South Yorkshire","Commercial","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Department for Education (excl. agencies)","30","30","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Corporate Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Counter Fraud","Department for Work and Pensions (excl. agencies)","130","120","28140","27570"
"In post","2022","South Yorkshire","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Digital, Data and Technology","Companies House","[c]","[c]","[c]","[c]"
